City,month,maxtempC,mintempC,tempC,humidity,precipMM,windspeedKmph
Bengaluru,2013-03,33.58064516129032,20.451612903225808,26.72043010752688,43.53629032258065,4.5,11.33736559139785
Bengaluru,2013-04,34.86666666666667,23.6,29.07777777777778,45.74722222222222,16.7,8.738888888888889
Bengaluru,2013-05,34.38709677419355,22.93548387096774,28.412634408602152,53.821236559139784,38.6,10.961021505376344
Bengaluru,2013-06,28.966666666666665,20.133333333333333,23.927777777777777,71.21805555555555,49.9,19.309722222222224
Bengaluru,2013-07,27.580645161290324,19.741935483870968,23.274193548387096,73.28225806451613,34.0,20.057795698924732
Bengaluru,2013-08,28.516129032258064,19.451612903225808,23.482526881720432,74.41397849462365,58.0,15.206989247311828
Bengaluru,2013-09,28.2,19.133333333333333,23.045833333333334,79.46388888888889,78.1,12.176388888888889
Bengaluru,2013-10,27.903225806451612,18.64516129032258,22.442204301075268,81.05645161290323,74.3,10.563172043010752
Bengaluru,2013-11,27.366666666666667,16.833333333333332,21.118055555555557,73.84583333333333,15.5,10.419444444444444
Bengaluru,2013-12,26.677419354838708,14.903225806451612,19.71505376344086,67.54032258064517,4.9,12.490591397849462
Bengaluru,2014-01,27.548387096774192,15.225806451612904,20.666666666666668,65.00806451612904,0.1,13.655913978494624
Bengaluru,2014-02,30.178571428571427,17.142857142857142,23.217261904761905,52.674107142857146,0.9,11.546130952380953
Bengaluru,2014-03,32.12903225806452,19.129032258064516,25.266129032258064,46.49327956989247,14.3,12.231182795698924
Bengaluru,2014-04,35.7,22.933333333333334,29.211111111111112,38.15555555555556,5.4,8.761111111111111
Bengaluru,2014-05,34.25806451612903,22.93548387096774,28.384408602150536,53.185483870967744,32.6,9.647849462365592
Bengaluru,2014-06,32.266666666666666,21.533333333333335,26.368055555555557,62.38333333333333,53.6,16.180555555555557
Bengaluru,2014-07,28.548387096774192,20.161290322580644,23.912634408602152,71.81586021505376,47.1,19.708333333333332
Bengaluru,2014-08,28.806451612903224,20.258064516129032,23.91532258064516,73.79704301075269,72.9,14.701612903225806
Bengaluru,2014-09,29.133333333333333,19.3,23.4875,76.38888888888889,71.8,12.55
Bengaluru,2014-10,28.032258064516128,18.806451612903224,22.70967741935484,78.02284946236558,80.3,8.651881720430108
Bengaluru,2014-11,27.366666666666667,16.233333333333334,20.981944444444444,65.75555555555556,3.9,10.8625
Bengaluru,2014-12,26.838709677419356,16.258064516129032,20.641129032258064,71.34139784946237,12.200000000000001,10.724462365591398
Bengaluru,2015-01,27.548387096774192,15.548387096774194,20.842741935483872,62.16129032258065,0.30000000000000004,11.241935483870968
Bengaluru,2015-02,30.107142857142858,15.464285714285714,22.305059523809526,47.51488095238095,3.1999999999999997,12.510416666666666
Bengaluru,2015-03,31.741935483870968,19.451612903225808,25.403225806451612,51.583333333333336,26.8,11.577956989247312
Bengaluru,2015-04,33.266666666666666,21.966666666666665,27.6125,51.49722222222222,23.400000000000002,8.9125
Bengaluru,2015-05,33.03225806451613,22.64516129032258,27.438172043010752,58.99327956989247,54.5,11.146505376344086
Bengaluru,2015-06,29.6,21.4,24.940277777777776,68.20555555555555,43.8,19.40972222222222
Bengaluru,2015-07,30.387096774193548,20.483870967741936,24.899193548387096,66.72849462365592,59.1,19.74462365591398
Bengaluru,2015-08,29.06451612903226,20.29032258064516,24.112903225806452,73.67338709677419,97.9,15.794354838709678
Bengaluru,2015-09,28.0,19.733333333333334,23.455555555555556,77.32777777777778,93.7,11.6125
Bengaluru,2015-10,28.741935483870968,18.93548387096774,23.216397849462364,73.01747311827957,40.5,10.25
Bengaluru,2015-11,25.066666666666666,17.9,20.944444444444443,83.87083333333334,85.60000000000001,12.508333333333333
Bengaluru,2015-12,26.483870967741936,16.806451612903224,20.919354838709676,74.7513440860215,10.7,11.84274193548387
Bengaluru,2016-01,27.612903225806452,15.870967741935484,21.206989247311828,61.31182795698925,7.2,10.473118279569892
Bengaluru,2016-02,31.79310344827586,17.586206896551722,24.094827586206897,49.951149425287355,0.0,11.570402298850574
Bengaluru,2016-03,34.58064516129032,20.29032258064516,27.358870967741936,44.266129032258064,2.0,9.987903225806452
Bengaluru,2016-04,36.0,22.966666666666665,29.46388888888889,41.791666666666664,5.6000000000000005,9.05
Bengaluru,2016-05,33.29032258064516,22.806451612903224,27.838709677419356,57.44758064516129,70.6,9.92741935483871
Bengaluru,2016-06,28.733333333333334,20.433333333333334,24.030555555555555,75.46527777777777,99.2,17.12638888888889
Bengaluru,2016-07,27.93548387096774,20.29032258064516,23.598118279569892,74.3252688172043,74.3,19.75
Bengaluru,2016-08,28.419354838709676,19.419354838709676,23.400537634408604,75.04435483870968,57.4,17.346774193548388
Bengaluru,2016-09,27.4,18.9,22.573611111111113,80.34027777777777,62.6,14.07638888888889
Bengaluru,2016-10,28.29032258064516,17.580645161290324,22.401881720430108,69.98655913978494,36.8,8.403225806451612
Bengaluru,2016-11,28.366666666666667,15.8,21.247222222222224,63.56666666666667,2.6,9.865277777777777
Bengaluru,2016-12,26.677419354838708,15.32258064516129,20.233870967741936,66.00268817204301,29.5,11.028225806451612
Bengaluru,2017-01,27.967741935483872,15.03225806451613,20.823924731182796,61.215053763440864,2.6,11.068548387096774
Bengaluru,2017-02,30.928571428571427,15.214285714285714,22.485119047619047,44.145833333333336,0.0,11.610119047619047
Bengaluru,2017-03,33.0,19.516129032258064,25.887096774193548,48.37903225806452,16.8,9.588709677419354
Bengaluru,2017-04,35.266666666666666,22.033333333333335,28.605555555555554,44.55138888888889,5.2,8.718055555555555
Bengaluru,2017-05,33.70967741935484,22.29032258064516,27.47043010752688,59.23924731182796,111.5,10.451612903225806
Bengaluru,2017-06,29.033333333333335,20.333333333333332,24.144444444444446,74.09027777777777,86.7,17.07638888888889
Bengaluru,2017-07,29.548387096774192,20.580645161290324,24.626344086021504,67.19086021505376,31.1,18.888440860215052
Bengaluru,2017-08,28.193548387096776,21.322580645161292,24.295698924731184,73.0725806451613,137.4,15.869623655913978
Bengaluru,2017-09,28.466666666666665,21.333333333333332,24.529166666666665,73.06805555555556,157.7,11.509722222222223
Bengaluru,2017-10,27.548387096774192,20.096774193548388,23.396505376344088,74.89516129032258,128.4,9.513440860215054
Bengaluru,2017-11,26.733333333333334,18.633333333333333,22.226388888888888,72.95,31.6,12.0875
Bengaluru,2017-12,26.548387096774192,17.0,21.188172043010752,66.76747311827957,2.6,11.373655913978494
Bengaluru,2018-01,28.06451612903226,16.741935483870968,22.026881720430108,51.83467741935484,0.2,10.84274193548387
Bengaluru,2018-02,29.928571428571427,18.178571428571427,23.727678571428573,43.66517857142857,10.5,12.916666666666666
Bengaluru,2018-03,32.354838709677416,21.612903225806452,26.971774193548388,39.36424731182796,37.7,11.724462365591398
Bengaluru,2018-04,34.0,24.066666666666666,29.216666666666665,43.391666666666666,8.8,10.5
Bengaluru,2018-05,32.516129032258064,23.838709677419356,28.063172043010752,57.185483870967744,137.5,9.709677419354838
Bengaluru,2018-06,29.166666666666668,21.633333333333333,24.883333333333333,69.95,95.4,19.506944444444443
Bengaluru,2018-07,27.967741935483872,21.193548387096776,24.25,69.62903225806451,60.2,22.815860215053764
Bengaluru,2018-08,27.29032258064516,20.419354838709676,23.59005376344086,72.92204301075269,102.9,20.774193548387096
Bengaluru,2018-09,28.666666666666668,20.8,24.59027777777778,69.03611111111111,95.3,10.106944444444444
Bengaluru,2018-10,28.387096774193548,19.903225806451612,23.767473118279568,65.90053763440861,73.9,9.903225806451612
Bengaluru,2018-11,27.366666666666667,18.6,22.372222222222224,70.55694444444444,21.7,12.104166666666666
Bengaluru,2018-12,27.0,18.06451612903226,22.107526881720432,66.43145161290323,5.7,10.943548387096774
Bengaluru,2019-01,28.032258064516128,17.06451612903226,22.392473118279568,54.70295698924731,21.3,13.185483870967742
Bengaluru,2019-02,30.607142857142858,20.535714285714285,25.37797619047619,48.620535714285715,7.5,14.141369047619047
Bengaluru,2019-03,33.87096774193548,23.322580645161292,28.614247311827956,38.473118279569896,3.6,12.948924731182796
Bengaluru,2019-04,34.93333333333333,25.666666666666668,30.434722222222224,37.64861111111111,16.8,12.016666666666667
Bengaluru,2019-05,34.645161290322584,25.129032258064516,29.682795698924732,50.38575268817204,153.2,12.995967741935484
Bengaluru,2019-06,31.3,22.733333333333334,26.43888888888889,63.88194444444444,172.0,20.731944444444444
Bengaluru,2019-07,28.483870967741936,21.387096774193548,24.373655913978496,69.82795698924731,336.0,23.06451612903226
Bengaluru,2019-08,26.70967741935484,20.64516129032258,23.166666666666668,75.83064516129032,214.6,23.905913978494624
Bengaluru,2019-09,27.2,20.733333333333334,23.004166666666666,77.36944444444444,351.0,17.383333333333333
Bengaluru,2019-10,27.225806451612904,20.838709677419356,23.525537634408604,79.11021505376344,546.2,10.952956989247312
Bengaluru,2019-11,26.566666666666666,19.3,22.47222222222222,77.8625,135.7,12.136111111111111
Bengaluru,2019-12,25.06451612903226,17.70967741935484,20.83467741935484,78.83467741935483,30.1,15.22983870967742
Bengaluru,2020-01,26.0,18.0,21.708333333333332,78.125,2.9,15.916666666666666
Bombay,2009-01,30.161290322580644,23.032258064516128,26.227150537634408,51.200268817204304,0.0,10.897849462365592
Bombay,2009-02,30.607142857142858,22.928571428571427,26.489583333333332,48.56547619047619,0.0,11.242559523809524
Bombay,2009-03,31.870967741935484,24.903225806451612,28.126344086021504,54.244623655913976,0.0,11.228494623655914
Bombay,2009-04,33.7,26.566666666666666,30.01527777777778,58.422222222222224,0.2,11.865277777777777
Bombay,2009-05,32.25806451612903,26.838709677419356,29.513440860215052,73.59677419354838,3.8,10.326612903225806
Bombay,2009-06,30.466666666666665,27.4,28.775,80.8625,140.0,11.933333333333334
Bombay,2009-07,27.387096774193548,26.06451612903226,26.723118279569892,89.60483870967742,594.4,20.11962365591398
Bombay,2009-08,27.70967741935484,26.032258064516128,26.74462365591398,88.23387096774194,118.0,13.047043010752688
Bombay,2009-09,29.366666666666667,26.0,27.53472222222222,84.19722222222222,55.9,9.466666666666667
Bombay,2009-10,30.93548387096774,25.35483870967742,27.759408602150536,67.67204301075269,35.0,9.291666666666666
Bombay,2009-11,29.6,24.1,26.46527777777778,67.78055555555555,56.4,9.9625
Bombay,2009-12,29.612903225806452,23.06451612903226,25.89516129032258,56.376344086021504,0.0,9.963709677419354
Bombay,2010-01,29.258064516129032,22.70967741935484,25.672043010752688,52.82661290322581,0.2,11.280913978494624
Bombay,2010-02,29.535714285714285,22.571428571428573,25.663690476190474,54.092261904761905,0.0,10.90625
Bombay,2010-03,31.451612903225808,23.903225806451612,27.471774193548388,57.204301075268816,0.9,10.698924731182796
Bombay,2010-04,33.1,26.2,29.529166666666665,61.36527777777778,0.0,10.66388888888889
Bombay,2010-05,33.45161290322581,27.741935483870968,30.47983870967742,70.53091397849462,0.0,11.818548387096774
Bombay,2010-06,30.666666666666668,27.4,28.905555555555555,81.15,215.7,11.147222222222222
Bombay,2010-07,27.903225806451612,26.0,26.841397849462364,88.66263440860214,427.6,15.141129032258064
Bombay,2010-08,28.322580645161292,25.419354838709676,26.622311827956988,87.34139784946237,322.4,11.50268817204301
Bombay,2010-09,29.133333333333333,25.166666666666668,26.84027777777778,85.58055555555555,177.9,9.444444444444445
Bombay,2010-10,31.483870967741936,24.612903225806452,27.443548387096776,76.01881720430107,55.9,7.057795698924731
Bombay,2010-11,30.933333333333334,24.5,27.104166666666668,74.97361111111111,100.5,8.266666666666667
Bombay,2010-12,29.483870967741936,20.387096774193548,24.31451612903226,58.95564516129032,4.4,8.638440860215054
Bombay,2011-01,30.06451612903226,19.0,24.102150537634408,48.48118279569893,0.0,9.46236559139785
Bombay,2011-02,30.571428571428573,20.428571428571427,25.06547619047619,53.84077380952381,0.7000000000000001,9.139880952380953
Bombay,2011-03,33.12903225806452,22.483870967741936,27.426075268817204,51.454301075268816,0.5,9.698924731182796
Bombay,2011-04,32.63333333333333,23.566666666666666,27.801388888888887,67.87083333333334,0.0,8.815277777777778
Bombay,2011-05,32.41935483870968,26.806451612903224,29.294354838709676,71.62768817204301,3.2,11.080645161290322
Bombay,2011-06,30.3,27.3,28.675,78.08611111111111,416.0,16.845833333333335
Bombay,2011-07,28.774193548387096,26.129032258064516,27.321236559139784,83.01209677419355,558.2,15.30241935483871
Bombay,2011-08,27.93548387096774,25.741935483870968,26.646505376344088,86.84005376344086,399.0,15.298387096774194
Bombay,2011-09,28.866666666666667,24.966666666666665,26.622222222222224,82.15,151.1,12.32638888888889
Bombay,2011-10,32.87096774193548,24.93548387096774,28.275537634408604,66.78360215053763,29.9,8.115591397849462
Bombay,2011-11,33.8,23.833333333333332,28.0,52.705555555555556,2.2,8.947222222222223
Bombay,2011-12,31.612903225806452,21.838709677419356,26.254032258064516,50.77284946236559,0.0,9.821236559139784
Bombay,2012-01,28.806451612903224,19.612903225806452,23.71505376344086,52.61827956989247,0.0,11.403225806451612
Bombay,2012-02,30.75862068965517,21.0,25.3433908045977,44.93103448275862,0.0,12.425287356321839
Bombay,2012-03,32.38709677419355,21.967741935483872,26.912634408602152,47.818548387096776,0.0,10.663978494623656
Bombay,2012-04,33.266666666666666,25.166666666666668,28.877777777777776,60.68194444444445,1.4,10.334722222222222
Bombay,2012-05,31.64516129032258,26.032258064516128,28.637096774193548,72.78763440860214,0.2,10.651881720430108
Bombay,2012-06,31.2,27.3,28.92361111111111,74.82083333333334,155.8,15.104166666666666
Bombay,2012-07,29.225806451612904,26.483870967741936,27.741935483870968,81.28225806451613,371.1,16.647849462365592
Bombay,2012-08,28.35483870967742,25.612903225806452,26.731182795698924,85.52553763440861,368.0,16.383064516129032
Bombay,2012-09,28.9,24.966666666666665,26.6875,82.69027777777778,213.4,13.279166666666667
Bombay,2012-10,32.61290322580645,24.903225806451612,28.094086021505376,67.09139784946237,48.2,8.044354838709678
Bombay,2012-11,32.3,22.933333333333334,26.84722222222222,53.05833333333333,0.0,8.627777777777778
Bombay,2012-12,31.35483870967742,22.193548387096776,26.087365591397848,54.850806451612904,0.1,8.977150537634408
Bombay,2013-01,29.870967741935484,20.258064516129032,24.483870967741936,50.90456989247312,0.0,9.780913978494624
Bombay,2013-02,30.785714285714285,21.928571428571427,25.855654761904763,54.50595238095238,0.2,10.017857142857142
Bombay,2013-03,32.903225806451616,23.64516129032258,27.846774193548388,51.51209677419355,0.0,10.759408602150538
Bombay,2013-04,32.56666666666667,24.7,28.538888888888888,62.99722222222222,0.0,10.422222222222222
Bombay,2013-05,32.483870967741936,26.93548387096774,29.544354838709676,71.53897849462365,1.0,10.466397849462366
Bombay,2013-06,30.0,27.0,28.334722222222222,78.51388888888889,371.6,16.029166666666665
Bombay,2013-07,28.032258064516128,26.032258064516128,26.926075268817204,84.75940860215054,527.3,19.572580645161292
Bombay,2013-08,27.838709677419356,25.096774193548388,26.34543010752688,85.33736559139786,243.7,13.915322580645162
Bombay,2013-09,29.433333333333334,25.333333333333332,27.04861111111111,81.99583333333334,92.8,9.791666666666666
Bombay,2013-10,31.774193548387096,24.580645161290324,27.63037634408602,71.69354838709677,25.3,8.811827956989248
Bombay,2013-11,32.766666666666666,23.433333333333334,27.386111111111113,55.1625,1.0,9.75
Bombay,2013-12,30.64516129032258,21.258064516129032,25.358870967741936,53.439516129032256,0.4,9.775537634408602
Bombay,2014-01,29.419354838709676,21.096774193548388,24.58467741935484,54.68817204301075,0.30000000000000004,10.922043010752688
Bombay,2014-02,29.642857142857142,21.321428571428573,24.88095238095238,55.44047619047619,2.6,10.147321428571429
Bombay,2014-03,32.645161290322584,23.806451612903224,27.745967741935484,52.88172043010753,0.9,10.700268817204302
Bombay,2014-04,33.9,25.233333333333334,29.344444444444445,58.772222222222226,0.0,9.404166666666667
Bombay,2014-05,33.87096774193548,27.258064516129032,30.338709677419356,66.17204301075269,0.0,9.862903225806452
Bombay,2014-06,32.166666666666664,28.3,29.970833333333335,73.2611111111111,107.1,16.440277777777776
Bombay,2014-07,29.35483870967742,26.774193548387096,27.865591397849464,80.71774193548387,477.3,17.525537634408604
Bombay,2014-08,28.548387096774192,25.612903225806452,26.907258064516128,83.9475806451613,214.5,14.16263440860215
Bombay,2014-09,29.8,25.066666666666666,27.083333333333332,79.84305555555555,112.9,10.954166666666667
Bombay,2014-10,33.87096774193548,25.419354838709676,28.872311827956988,63.05913978494624,5.7,8.598118279569892
Bombay,2014-11,33.3,24.3,28.03472222222222,56.354166666666664,4.4,8.806944444444444
Bombay,2014-12,31.161290322580644,21.580645161290324,25.588709677419356,48.439516129032256,3.2,9.986559139784946
Bombay,2015-01,29.322580645161292,20.870967741935484,24.40994623655914,52.545698924731184,0.7000000000000001,10.763440860215054
Bombay,2015-02,30.214285714285715,22.535714285714285,25.745535714285715,53.45684523809524,3.7,9.941964285714286
Bombay,2015-03,31.741935483870968,24.612903225806452,27.771505376344088,55.291666666666664,12.5,10.524193548387096
Bombay,2015-04,32.53333333333333,25.833333333333332,28.881944444444443,66.55833333333334,0.0,9.690277777777778
Bombay,2015-05,33.774193548387096,28.06451612903226,30.64516129032258,68.47983870967742,0.0,10.646505376344086
Bombay,2015-06,30.566666666666666,27.433333333333334,28.790277777777778,78.14166666666667,342.7,16.727777777777778
Bombay,2015-07,28.838709677419356,26.677419354838708,27.607526881720432,84.03360215053763,335.4,16.966397849462364
Bombay,2015-08,28.516129032258064,25.806451612903224,26.93548387096774,84.36424731182795,155.4,10.151881720430108
Bombay,2015-09,29.666666666666668,25.5,27.343055555555555,79.4888888888889,120.7,9.0875
Bombay,2015-10,32.83870967741935,26.903225806451612,29.432795698924732,66.99059139784946,29.5,7.702956989247312
Bombay,2015-11,32.5,25.366666666666667,28.433333333333334,57.57361111111111,9.9,8.983333333333333
Bombay,2015-12,30.870967741935484,22.741935483870968,26.233870967741936,48.57258064516129,0.0,10.297043010752688
Bombay,2016-01,29.387096774193548,21.193548387096776,24.788978494623656,51.0994623655914,0.0,9.692204301075268
Bombay,2016-02,29.689655172413794,22.03448275862069,25.28735632183908,58.30890804597701,0.0,8.82183908045977
Bombay,2016-03,32.41935483870968,24.806451612903224,28.306451612903224,57.06586021505376,1.2000000000000002,9.244623655913978
Bombay,2016-04,33.0,25.833333333333332,29.168055555555554,63.1,0.1,10.025
Bombay,2016-05,32.74193548387097,27.870967741935484,30.036290322580644,73.12096774193549,7.2,10.138440860215054
Bombay,2016-06,30.833333333333332,27.766666666666666,29.1125,78.51388888888889,294.4,12.7375
Bombay,2016-07,28.129032258064516,26.387096774193548,27.184139784946236,85.66263440860214,658.6,17.88978494623656
Bombay,2016-08,27.870967741935484,25.774193548387096,26.615591397849464,86.29838709677419,384.7,15.631720430107526
Bombay,2016-09,28.166666666666668,25.1,26.57777777777778,82.96527777777777,221.6,9.479166666666666
Bombay,2016-10,29.903225806451612,24.29032258064516,26.711021505376344,71.59408602150538,25.9,9.095430107526882
Bombay,2016-11,31.133333333333333,22.466666666666665,26.070833333333333,50.1125,0.0,8.958333333333334
Bombay,2016-12,30.70967741935484,22.032258064516128,25.731182795698924,50.638440860215056,0.0,9.220430107526882
Bombay,2017-01,29.483870967741936,21.451612903225808,24.857526881720432,51.956989247311824,0.0,10.013440860215054
Bombay,2017-02,30.892857142857142,22.678571428571427,26.214285714285715,50.84077380952381,0.0,10.233630952380953
Bombay,2017-03,31.838709677419356,24.0,27.547043010752688,56.09543010752688,0.0,9.568548387096774
Bombay,2017-04,32.833333333333336,25.666666666666668,28.92361111111111,65.09027777777777,0.0,9.429166666666667
Bombay,2017-05,33.38709677419355,27.580645161290324,30.162634408602152,71.12231182795699,7.5,10.366935483870968
Bombay,2017-06,30.9,27.466666666666665,29.163888888888888,77.39166666666667,250.3,14.683333333333334
Bombay,2017-07,28.64516129032258,26.419354838709676,27.461021505376344,83.27688172043011,430.4,19.716397849462364
Bombay,2017-08,28.870967741935484,26.322580645161292,27.471774193548388,81.36962365591398,244.0,14.041666666666666
Bombay,2017-09,30.1,26.6,28.101388888888888,79.1986111111111,89.0,9.7625
Bombay,2017-10,31.774193548387096,26.838709677419356,28.946236559139784,68.01075268817205,56.800000000000004,7.778225806451613
Bombay,2017-11,31.166666666666668,24.966666666666665,27.633333333333333,52.21527777777778,0.0,9.619444444444444
Bombay,2017-12,29.193548387096776,23.548387096774192,25.84005376344086,56.84543010752688,19.099999999999998,9.399193548387096
Bombay,2018-01,29.483870967741936,23.387096774193548,25.958333333333332,52.58064516129032,0.0,9.131720430107526
Bombay,2018-02,30.928571428571427,24.785714285714285,27.264880952380953,51.20386904761905,0.0,9.308035714285714
Bombay,2018-03,31.967741935483872,26.225806451612904,28.688172043010752,54.77284946236559,0.0,10.288978494623656
Bombay,2018-04,32.9,27.333333333333332,29.852777777777778,62.91388888888889,0.6000000000000001,9.6
Bombay,2018-05,32.54838709677419,28.322580645161292,30.231182795698924,71.56720430107526,0.7000000000000001,11.384408602150538
Bombay,2018-06,31.0,28.433333333333334,29.555555555555557,76.64444444444445,210.1,16.679166666666667
Bombay,2018-07,28.483870967741936,26.903225806451612,27.598118279569892,82.25,290.1,21.696236559139784
Bombay,2018-08,28.322580645161292,26.451612903225808,27.163978494623656,82.52016129032258,181.2,20.666666666666668
Bombay,2018-09,29.5,25.866666666666667,27.46527777777778,76.84305555555555,29.7,10.129166666666666
Bombay,2018-10,33.38709677419355,27.64516129032258,29.928763440860216,61.80779569892473,12.1,7.573924731182796
Bombay,2018-11,32.7,26.433333333333334,29.052777777777777,54.298611111111114,6.5,8.083333333333334
Bombay,2018-12,29.677419354838708,23.35483870967742,26.06989247311828,47.87768817204301,0.0,10.783602150537634
Bombay,2019-01,30.741935483870968,25.225806451612904,27.118279569892472,46.435483870967744,0.4,13.724462365591398
Bombay,2019-02,29.75,24.892857142857142,26.84970238095238,52.16517857142857,0.0,13.077380952380953
Bombay,2019-03,31.06451612903226,23.548387096774192,28.268817204301076,55.16935483870968,0.0,13.103494623655914
Bombay,2019-04,32.766666666666666,26.566666666666666,30.658333333333335,63.90833333333333,0.0,12.445833333333333
Bombay,2019-05,32.12903225806452,26.64516129032258,29.89516129032258,73.22177419354838,0.4,13.571236559139784
Bombay,2019-06,31.1,27.933333333333334,29.709722222222222,76.69166666666666,441.6,19.229166666666668
