Profile Name,Source,Click Utc Ts,Device Type
User 5,Source 1,2023-06-19 04:12:38,Device Type 0
User 5,Source 1,2023-06-19 04:12:38,Device Type 1
User 5,Source 1,2023-06-19 04:12:38,Device Type 7
User 5,Source 1,2023-06-19 04:12:38,Device Type 1
User 5,Source 1,2023-06-19 04:12:38,Device Type 1
User 5,Source 1,2023-06-19 04:11:00,Device Type 5
User 5,Source 1,2023-06-19 04:11:00,Device Type 4
User 5,Source 1,2023-06-19 04:11:00,Device Type 0
User 5,Source 1,2023-06-19 04:11:00,Device Type 1
User 5,Source 1,2023-06-19 04:11:00,Device Type 7
User 5,Source 1,2023-06-19 04:11:00,Device Type 1
User 5,Source 1,2023-06-19 04:11:00,Device Type 1
User 5,Source 1,2023-06-19 04:11:00,Device Type 5
User 5,Source 1,2023-06-19 04:11:00,Device Type 4
User 5,Source 1,2023-06-19 04:11:00,Device Type 0
User 5,Source 1,2023-06-19 04:11:00,Device Type 1
User 5,Source 1,2023-06-19 04:11:00,Device Type 7
User 5,Source 1,2023-06-19 04:11:00,Device Type 1
User 5,Source 1,2023-06-19 04:11:00,Device Type 1
User 5,Source 1,2023-06-19 04:10:57,Device Type 5
User 5,Source 1,2023-06-19 04:10:57,Device Type 4
User 5,Source 1,2023-06-19 04:10:57,Device Type 0
User 5,Source 1,2023-06-19 04:10:57,Device Type 1
User 5,Source 1,2023-06-19 04:10:57,Device Type 7
User 5,Source 1,2023-06-19 04:10:57,Device Type 1
User 5,Source 1,2023-06-19 04:10:57,Device Type 1
User 5,Source 0,2023-06-18 16:34:30,Device Type 5
User 5,Source 0,2023-06-18 16:34:30,Device Type 4
User 5,Source 0,2023-06-18 16:34:30,Device Type 0
User 5,Source 0,2023-06-18 16:34:30,Device Type 1
User 5,Source 0,2023-06-18 16:34:30,Device Type 7
User 5,Source 0,2023-06-18 16:34:30,Device Type 1
User 5,Source 0,2023-06-18 16:34:30,Device Type 1
User 5,Source 0,2023-06-18 16:34:30,Device Type 5
User 5,Source 0,2023-06-18 16:34:30,Device Type 4
User 5,Source 0,2023-06-18 16:34:30,Device Type 0
User 5,Source 0,2023-06-18 16:34:30,Device Type 1
User 5,Source 0,2023-06-18 16:34:30,Device Type 7
User 5,Source 0,2023-06-18 16:34:30,Device Type 1
User 5,Source 0,2023-06-18 16:34:30,Device Type 1
User 5,Source 0,2023-06-18 16:11:47,Device Type 5
User 5,Source 0,2023-06-18 16:11:47,Device Type 4
User 5,Source 0,2023-06-18 16:11:47,Device Type 0
User 5,Source 0,2023-06-18 16:11:47,Device Type 1
User 5,Source 0,2023-06-18 16:11:47,Device Type 7
User 5,Source 0,2023-06-18 16:11:47,Device Type 1
User 5,Source 0,2023-06-18 16:11:47,Device Type 1
User 5,Source 0,2023-06-18 16:11:46,Device Type 5
User 5,Source 0,2023-06-18 16:11:46,Device Type 4
User 5,Source 0,2023-06-18 16:11:46,Device Type 0
User 5,Source 0,2023-06-18 16:11:46,Device Type 1
User 5,Source 0,2023-06-18 16:11:46,Device Type 7
User 5,Source 0,2023-06-18 16:11:46,Device Type 1
User 5,Source 0,2023-06-18 16:11:46,Device Type 1
User 5,Source 0,2023-06-18 16:11:28,Device Type 5
User 5,Source 0,2023-06-18 16:11:28,Device Type 4
User 5,Source 0,2023-06-18 16:11:28,Device Type 0
User 5,Source 0,2023-06-18 16:11:28,Device Type 1
User 5,Source 0,2023-06-18 16:11:28,Device Type 7
User 5,Source 0,2023-06-18 16:11:28,Device Type 1
User 5,Source 0,2023-06-18 16:11:28,Device Type 1
User 5,Source 0,2023-06-18 16:11:28,Device Type 5
User 5,Source 0,2023-06-18 16:11:28,Device Type 4
User 5,Source 0,2023-06-18 16:11:28,Device Type 0
User 5,Source 0,2023-06-18 16:11:28,Device Type 1
User 5,Source 0,2023-06-18 16:11:28,Device Type 7
User 5,Source 0,2023-06-18 16:11:28,Device Type 1
User 5,Source 0,2023-06-18 16:11:28,Device Type 1
User 5,Source 1,2023-06-18 15:01:51,Device Type 5
User 5,Source 1,2023-06-18 15:01:51,Device Type 4
User 5,Source 1,2023-06-18 15:01:51,Device Type 0
User 5,Source 1,2023-06-18 15:01:51,Device Type 1
User 5,Source 1,2023-06-18 15:01:51,Device Type 7
User 5,Source 1,2023-06-18 15:01:51,Device Type 1
User 5,Source 1,2023-06-18 15:01:51,Device Type 1
User 5,Source 1,2023-06-18 15:01:51,Device Type 5
User 5,Source 1,2023-06-18 15:01:51,Device Type 4
User 5,Source 1,2023-06-18 15:01:51,Device Type 0
User 5,Source 1,2023-06-18 15:01:51,Device Type 1
User 5,Source 1,2023-06-18 15:01:51,Device Type 7
User 5,Source 1,2023-06-18 15:01:51,Device Type 1
User 5,Source 1,2023-06-18 15:01:51,Device Type 1
User 5,Source 1,2023-06-18 15:01:48,Device Type 5
User 5,Source 1,2023-06-18 15:01:48,Device Type 4
User 5,Source 1,2023-06-18 15:01:48,Device Type 0
User 5,Source 1,2023-06-18 15:01:48,Device Type 1
User 5,Source 1,2023-06-18 15:01:48,Device Type 7
User 5,Source 1,2023-06-18 15:01:48,Device Type 1
User 5,Source 1,2023-06-18 15:01:48,Device Type 1
User 5,Source 0,2023-06-18 14:59:20,Device Type 5
User 5,Source 0,2023-06-18 14:59:20,Device Type 4
User 5,Source 0,2023-06-18 14:59:20,Device Type 0
User 5,Source 0,2023-06-18 14:59:20,Device Type 1
User 5,Source 0,2023-06-18 14:59:20,Device Type 7
User 5,Source 0,2023-06-18 14:59:20,Device Type 1
User 5,Source 0,2023-06-18 14:59:20,Device Type 1
User 5,Source 0,2023-06-18 14:59:20,Device Type 5
User 5,Source 0,2023-06-18 14:59:20,Device Type 4
User 5,Source 0,2023-06-18 14:59:20,Device Type 0
User 5,Source 0,2023-06-18 14:59:20,Device Type 1
User 5,Source 0,2023-06-18 14:59:20,Device Type 7
User 5,Source 0,2023-06-18 14:59:20,Device Type 1
User 5,Source 0,2023-06-18 14:59:20,Device Type 1
User 5,Source 0,2023-06-18 14:59:03,Device Type 5
User 5,Source 0,2023-06-18 14:59:03,Device Type 4
User 5,Source 0,2023-06-18 14:59:03,Device Type 0
User 5,Source 0,2023-06-18 14:59:03,Device Type 1
User 5,Source 0,2023-06-18 14:59:03,Device Type 7
User 5,Source 0,2023-06-18 14:59:03,Device Type 1
User 5,Source 0,2023-06-18 14:59:03,Device Type 1
User 5,Source 0,2023-06-18 14:59:03,Device Type 5
User 5,Source 0,2023-06-18 14:59:03,Device Type 4
User 5,Source 0,2023-06-18 14:59:03,Device Type 0
User 5,Source 0,2023-06-18 14:59:03,Device Type 1
User 5,Source 0,2023-06-18 14:59:03,Device Type 7
User 5,Source 0,2023-06-18 14:59:03,Device Type 1
User 5,Source 0,2023-06-18 14:59:03,Device Type 1
User 5,Source 0,2023-06-18 14:58:17,Device Type 5
User 5,Source 0,2023-06-18 14:58:17,Device Type 4
User 5,Source 0,2023-06-18 14:58:17,Device Type 0
User 5,Source 0,2023-06-18 14:58:17,Device Type 1
User 5,Source 0,2023-06-18 14:58:17,Device Type 7
User 5,Source 0,2023-06-18 14:58:17,Device Type 1
User 5,Source 0,2023-06-18 14:58:17,Device Type 1
User 5,Source 0,2023-06-18 14:58:17,Device Type 5
User 5,Source 0,2023-06-18 14:58:17,Device Type 4
User 5,Source 0,2023-06-18 14:58:17,Device Type 0
User 5,Source 0,2023-06-18 14:58:17,Device Type 1
User 5,Source 0,2023-06-18 14:58:17,Device Type 7
User 5,Source 0,2023-06-18 14:58:17,Device Type 1
User 5,Source 0,2023-06-18 14:58:17,Device Type 1
User 5,Source 0,2023-06-18 12:48:23,Device Type 5
User 5,Source 0,2023-06-18 12:48:23,Device Type 4
User 5,Source 0,2023-06-18 12:48:23,Device Type 0
User 5,Source 0,2023-06-18 12:48:23,Device Type 1
User 5,Source 0,2023-06-18 12:48:23,Device Type 7
User 5,Source 0,2023-06-18 12:48:23,Device Type 1
User 5,Source 0,2023-06-18 12:48:23,Device Type 1
User 5,Source 0,2023-06-18 12:48:22,Device Type 5
User 5,Source 0,2023-06-18 12:48:22,Device Type 4
User 5,Source 0,2023-06-18 12:48:22,Device Type 0
User 5,Source 0,2023-06-18 12:48:22,Device Type 1
User 5,Source 0,2023-06-18 12:48:22,Device Type 7
User 5,Source 0,2023-06-18 12:48:22,Device Type 1
User 5,Source 0,2023-06-18 12:48:22,Device Type 1
User 5,Source 0,2023-06-18 12:48:21,Device Type 5
User 5,Source 0,2023-06-18 12:48:21,Device Type 4
User 5,Source 0,2023-06-18 12:48:21,Device Type 0
User 5,Source 0,2023-06-18 12:48:21,Device Type 1
User 5,Source 0,2023-06-18 12:48:21,Device Type 7
User 5,Source 0,2023-06-18 12:48:21,Device Type 1
User 5,Source 0,2023-06-18 12:48:21,Device Type 1
User 5,Source 0,2023-06-18 12:48:21,Device Type 5
User 5,Source 0,2023-06-18 12:48:21,Device Type 4
User 5,Source 0,2023-06-18 12:48:21,Device Type 0
User 5,Source 0,2023-06-18 12:48:21,Device Type 1
User 5,Source 0,2023-06-18 12:48:21,Device Type 7
User 5,Source 0,2023-06-18 12:48:21,Device Type 1
User 5,Source 0,2023-06-18 12:48:21,Device Type 1
User 5,Source 0,2023-06-18 09:10:00,Device Type 5
User 5,Source 0,2023-06-18 09:10:00,Device Type 4
User 5,Source 0,2023-06-18 09:10:00,Device Type 0
User 5,Source 0,2023-06-18 09:10:00,Device Type 1
User 5,Source 0,2023-06-18 09:10:00,Device Type 7
User 5,Source 0,2023-06-18 09:10:00,Device Type 1
User 5,Source 0,2023-06-18 09:10:00,Device Type 1
User 5,Source 0,2023-06-18 09:09:59,Device Type 5
User 5,Source 0,2023-06-18 09:09:59,Device Type 4
User 5,Source 0,2023-06-18 09:09:59,Device Type 0
User 5,Source 0,2023-06-18 09:09:59,Device Type 1
User 5,Source 0,2023-06-18 09:09:59,Device Type 7
User 5,Source 0,2023-06-18 09:09:59,Device Type 1
User 5,Source 0,2023-06-18 09:09:59,Device Type 1
User 5,Source 1,2023-06-18 08:22:06,Device Type 5
User 5,Source 1,2023-06-18 08:22:06,Device Type 4
User 5,Source 1,2023-06-18 08:22:06,Device Type 0
User 5,Source 1,2023-06-18 08:22:06,Device Type 1
User 5,Source 1,2023-06-18 08:22:06,Device Type 7
User 5,Source 1,2023-06-18 08:22:06,Device Type 1
User 5,Source 1,2023-06-18 08:22:06,Device Type 1
User 5,Source 1,2023-06-18 08:22:06,Device Type 5
User 5,Source 1,2023-06-18 08:22:06,Device Type 4
User 5,Source 1,2023-06-18 08:22:06,Device Type 0
User 5,Source 1,2023-06-18 08:22:06,Device Type 1
User 5,Source 1,2023-06-18 08:22:06,Device Type 7
User 5,Source 1,2023-06-18 08:22:06,Device Type 1
User 5,Source 1,2023-06-18 08:22:06,Device Type 1
User 5,Source 1,2023-06-18 08:21:28,Device Type 5
User 5,Source 1,2023-06-18 08:21:28,Device Type 4
User 5,Source 1,2023-06-18 08:21:28,Device Type 0
User 5,Source 1,2023-06-18 08:21:28,Device Type 1
User 5,Source 1,2023-06-18 08:21:28,Device Type 7
User 5,Source 1,2023-06-18 08:21:28,Device Type 1
User 5,Source 1,2023-06-18 08:21:28,Device Type 1
User 5,Source 1,2023-06-18 08:21:28,Device Type 5
User 5,Source 1,2023-06-18 08:21:28,Device Type 4
User 5,Source 1,2023-06-18 08:21:28,Device Type 0
User 5,Source 1,2023-06-18 08:21:28,Device Type 1
User 5,Source 1,2023-06-18 08:21:28,Device Type 7
User 5,Source 1,2023-06-18 08:21:28,Device Type 1
User 5,Source 1,2023-06-18 08:21:28,Device Type 1
User 5,Source 1,2023-06-18 07:55:14,Device Type 5
User 5,Source 1,2023-06-18 07:55:14,Device Type 4
User 5,Source 1,2023-06-18 07:55:14,Device Type 0
User 5,Source 1,2023-06-18 07:55:14,Device Type 1
User 5,Source 1,2023-06-18 07:55:14,Device Type 7
User 5,Source 1,2023-06-18 07:55:14,Device Type 1
User 5,Source 1,2023-06-18 07:55:14,Device Type 1
User 5,Source 1,2023-06-18 07:55:14,Device Type 5
User 5,Source 1,2023-06-18 07:55:14,Device Type 4
User 5,Source 1,2023-06-18 07:55:14,Device Type 0
User 5,Source 1,2023-06-18 07:55:14,Device Type 1
User 5,Source 1,2023-06-18 07:55:14,Device Type 7
User 5,Source 1,2023-06-18 07:55:14,Device Type 1
User 5,Source 1,2023-06-18 07:55:14,Device Type 1
User 5,Source 1,2023-06-18 07:55:09,Device Type 5
User 5,Source 1,2023-06-18 07:55:09,Device Type 4
User 5,Source 1,2023-06-18 07:55:09,Device Type 0
User 5,Source 1,2023-06-18 07:55:09,Device Type 1
User 5,Source 1,2023-06-18 07:55:09,Device Type 7
User 5,Source 1,2023-06-18 07:55:09,Device Type 1
User 5,Source 1,2023-06-18 07:55:09,Device Type 1
User 5,Source 1,2023-06-18 07:55:09,Device Type 5
User 5,Source 1,2023-06-18 07:55:09,Device Type 4
User 5,Source 1,2023-06-18 07:55:09,Device Type 0
User 5,Source 1,2023-06-18 07:55:09,Device Type 1
User 5,Source 1,2023-06-18 07:55:09,Device Type 7
User 5,Source 1,2023-06-18 07:55:09,Device Type 1
User 5,Source 1,2023-06-18 07:55:09,Device Type 1
User 5,Source 1,2023-06-18 07:55:04,Device Type 5
User 5,Source 1,2023-06-18 07:55:04,Device Type 4
User 5,Source 1,2023-06-18 07:55:04,Device Type 0
User 5,Source 1,2023-06-18 07:55:04,Device Type 1
User 5,Source 1,2023-06-18 07:55:04,Device Type 7
User 5,Source 1,2023-06-18 07:55:04,Device Type 1
User 5,Source 1,2023-06-18 07:55:04,Device Type 1
User 5,Source 1,2023-06-18 07:55:04,Device Type 5
User 5,Source 1,2023-06-18 07:55:04,Device Type 4
User 5,Source 1,2023-06-18 07:55:04,Device Type 0
User 5,Source 1,2023-06-18 07:55:04,Device Type 1
User 5,Source 1,2023-06-18 07:55:04,Device Type 7
User 5,Source 1,2023-06-18 07:55:04,Device Type 1
User 5,Source 1,2023-06-18 07:55:04,Device Type 1
User 5,Source 1,2023-06-18 07:55:00,Device Type 5
User 5,Source 1,2023-06-18 07:55:00,Device Type 4
User 5,Source 1,2023-06-18 07:55:00,Device Type 0
User 5,Source 1,2023-06-18 07:55:00,Device Type 1
User 5,Source 1,2023-06-18 07:55:00,Device Type 7
User 5,Source 1,2023-06-18 07:55:00,Device Type 1
User 5,Source 1,2023-06-18 07:55:00,Device Type 1
User 5,Source 0,2023-06-18 06:50:10,Device Type 5
User 5,Source 0,2023-06-18 06:50:10,Device Type 4
User 5,Source 0,2023-06-18 06:50:10,Device Type 0
User 5,Source 0,2023-06-18 06:50:10,Device Type 1
User 5,Source 0,2023-06-18 06:50:10,Device Type 7
User 5,Source 0,2023-06-18 06:50:10,Device Type 1
User 5,Source 0,2023-06-18 06:50:10,Device Type 1
User 5,Source 0,2023-06-18 06:50:10,Device Type 5
User 5,Source 0,2023-06-18 06:50:10,Device Type 4
User 5,Source 0,2023-06-18 06:50:10,Device Type 0
User 5,Source 0,2023-06-18 06:50:10,Device Type 1
User 5,Source 0,2023-06-18 06:50:10,Device Type 7
User 5,Source 0,2023-06-18 06:50:10,Device Type 1
User 5,Source 0,2023-06-18 06:50:10,Device Type 1
User 5,Source 0,2023-06-18 06:50:07,Device Type 5
User 5,Source 0,2023-06-18 06:50:07,Device Type 4
User 5,Source 0,2023-06-18 06:50:07,Device Type 0
User 5,Source 0,2023-06-18 06:50:07,Device Type 1
User 5,Source 0,2023-06-18 06:50:07,Device Type 7
User 5,Source 0,2023-06-18 06:50:07,Device Type 1
User 5,Source 0,2023-06-18 06:50:07,Device Type 1
User 5,Source 0,2023-06-18 06:50:07,Device Type 5
User 5,Source 0,2023-06-18 06:50:07,Device Type 4
User 5,Source 0,2023-06-18 06:50:07,Device Type 0
User 5,Source 0,2023-06-18 06:50:07,Device Type 1
User 5,Source 0,2023-06-18 06:50:07,Device Type 7
User 5,Source 0,2023-06-18 06:50:07,Device Type 1
User 5,Source 0,2023-06-18 06:50:07,Device Type 1
User 5,Source 0,2023-06-18 06:46:09,Device Type 5
User 5,Source 0,2023-06-18 06:46:09,Device Type 4
User 5,Source 0,2023-06-18 06:46:09,Device Type 0
User 5,Source 0,2023-06-18 06:46:09,Device Type 1
User 5,Source 0,2023-06-18 06:46:09,Device Type 7
User 5,Source 0,2023-06-18 06:46:09,Device Type 1
User 5,Source 0,2023-06-18 06:46:09,Device Type 1
User 5,Source 0,2023-06-18 06:46:08,Device Type 5
User 5,Source 0,2023-06-18 06:46:08,Device Type 4
User 5,Source 0,2023-06-18 06:46:08,Device Type 0
User 5,Source 0,2023-06-18 06:46:08,Device Type 1
User 5,Source 0,2023-06-18 06:46:08,Device Type 7
User 5,Source 0,2023-06-18 06:46:08,Device Type 1
User 5,Source 0,2023-06-18 06:46:08,Device Type 1
User 5,Source 0,2023-06-18 06:46:08,Device Type 5
User 5,Source 0,2023-06-18 06:46:08,Device Type 4
User 5,Source 0,2023-06-18 06:46:08,Device Type 0
User 5,Source 0,2023-06-18 06:46:08,Device Type 1
User 5,Source 0,2023-06-18 06:46:08,Device Type 7
User 5,Source 0,2023-06-18 06:46:08,Device Type 1
User 5,Source 0,2023-06-18 06:46:08,Device Type 1
User 5,Source 0,2023-06-18 06:46:08,Device Type 5
User 5,Source 0,2023-06-18 06:46:08,Device Type 4
User 5,Source 0,2023-06-18 06:46:08,Device Type 0
User 5,Source 0,2023-06-18 06:46:08,Device Type 1
User 5,Source 0,2023-06-18 06:46:08,Device Type 7
User 5,Source 0,2023-06-18 06:46:08,Device Type 1
User 5,Source 0,2023-06-18 06:46:08,Device Type 1
User 5,Source 0,2023-06-18 06:45:58,Device Type 5
User 5,Source 0,2023-06-18 06:45:58,Device Type 4
User 5,Source 0,2023-06-18 06:45:58,Device Type 0
User 5,Source 0,2023-06-18 06:45:58,Device Type 1
User 5,Source 0,2023-06-18 06:45:58,Device Type 7
User 5,Source 0,2023-06-18 06:45:58,Device Type 1
User 5,Source 0,2023-06-18 06:45:58,Device Type 1
User 5,Source 0,2023-06-18 06:45:53,Device Type 5
User 5,Source 0,2023-06-18 06:45:53,Device Type 4
User 5,Source 0,2023-06-18 06:45:53,Device Type 0
User 5,Source 0,2023-06-18 06:45:53,Device Type 1
User 5,Source 0,2023-06-18 06:45:53,Device Type 7
User 5,Source 0,2023-06-18 06:45:53,Device Type 1
User 5,Source 0,2023-06-18 06:45:53,Device Type 1
User 5,Source 0,2023-06-18 06:45:13,Device Type 5
User 5,Source 0,2023-06-18 06:45:13,Device Type 4
User 5,Source 0,2023-06-18 06:45:13,Device Type 0
User 5,Source 0,2023-06-18 06:45:13,Device Type 1
User 5,Source 0,2023-06-18 06:45:13,Device Type 7
User 5,Source 0,2023-06-18 06:45:13,Device Type 1
User 5,Source 0,2023-06-18 06:45:13,Device Type 1
User 5,Source 0,2023-06-18 06:45:13,Device Type 5
User 5,Source 0,2023-06-18 06:45:13,Device Type 4
User 5,Source 0,2023-06-18 06:45:13,Device Type 0
User 5,Source 0,2023-06-18 06:45:13,Device Type 1
User 5,Source 0,2023-06-18 06:45:13,Device Type 7
User 5,Source 0,2023-06-18 06:45:13,Device Type 1
User 5,Source 0,2023-06-18 06:45:13,Device Type 1
User 5,Source 0,2023-06-18 06:44:25,Device Type 5
User 5,Source 0,2023-06-18 06:44:25,Device Type 4
User 5,Source 0,2023-06-18 06:44:25,Device Type 0
User 5,Source 0,2023-06-18 06:44:25,Device Type 1
User 5,Source 0,2023-06-18 06:44:25,Device Type 7
User 5,Source 0,2023-06-18 06:44:25,Device Type 1
User 5,Source 0,2023-06-18 06:44:25,Device Type 1
User 5,Source 0,2023-06-18 06:44:25,Device Type 5
User 5,Source 0,2023-06-18 06:44:25,Device Type 4
User 5,Source 0,2023-06-18 06:44:25,Device Type 0
User 5,Source 0,2023-06-18 06:44:25,Device Type 1
User 5,Source 0,2023-06-18 06:44:25,Device Type 7
User 5,Source 0,2023-06-18 06:44:25,Device Type 1
User 5,Source 0,2023-06-18 06:44:25,Device Type 1
User 5,Source 1,2023-06-18 04:54:39,Device Type 5
User 5,Source 1,2023-06-18 04:54:39,Device Type 4
User 5,Source 1,2023-06-18 04:54:39,Device Type 0
User 5,Source 1,2023-06-18 04:54:39,Device Type 1
User 5,Source 1,2023-06-18 04:54:39,Device Type 7
User 5,Source 1,2023-06-18 04:54:39,Device Type 1
User 5,Source 1,2023-06-18 04:54:39,Device Type 1
User 5,Source 1,2023-06-18 04:54:39,Device Type 5
User 5,Source 1,2023-06-18 04:54:39,Device Type 4
User 5,Source 1,2023-06-18 04:54:39,Device Type 0
User 5,Source 1,2023-06-18 04:54:39,Device Type 1
User 5,Source 1,2023-06-18 04:54:39,Device Type 7
User 5,Source 1,2023-06-18 04:54:39,Device Type 1
User 5,Source 1,2023-06-18 04:54:39,Device Type 1
User 5,Source 1,2023-06-18 04:25:18,Device Type 5
User 5,Source 1,2023-06-18 04:25:18,Device Type 4
User 5,Source 1,2023-06-18 04:25:18,Device Type 0
User 5,Source 1,2023-06-18 04:25:18,Device Type 1
User 5,Source 1,2023-06-18 04:25:18,Device Type 7
User 5,Source 1,2023-06-18 04:25:18,Device Type 1
User 5,Source 1,2023-06-18 04:25:18,Device Type 1
User 5,Source 1,2023-06-18 04:25:18,Device Type 5
User 5,Source 1,2023-06-18 04:25:18,Device Type 4
User 5,Source 1,2023-06-18 04:25:18,Device Type 0
User 5,Source 1,2023-06-18 04:25:18,Device Type 1
User 5,Source 1,2023-06-18 04:25:18,Device Type 7
User 5,Source 1,2023-06-18 04:25:18,Device Type 1
User 5,Source 1,2023-06-18 04:25:18,Device Type 1
User 5,Source 1,2023-06-18 04:24:59,Device Type 5
User 5,Source 1,2023-06-18 04:24:59,Device Type 4
User 5,Source 1,2023-06-18 04:24:59,Device Type 0
User 5,Source 1,2023-06-18 04:24:59,Device Type 1
User 5,Source 1,2023-06-18 04:24:59,Device Type 7
User 5,Source 1,2023-06-18 04:24:59,Device Type 1
User 5,Source 1,2023-06-18 04:24:59,Device Type 1
User 5,Source 1,2023-06-18 04:24:59,Device Type 5
User 5,Source 1,2023-06-18 04:24:59,Device Type 4
User 5,Source 1,2023-06-18 04:24:59,Device Type 0
User 5,Source 1,2023-06-18 04:24:59,Device Type 1
User 5,Source 1,2023-06-18 04:24:59,Device Type 7
User 5,Source 1,2023-06-18 04:24:59,Device Type 1
User 5,Source 1,2023-06-18 04:24:59,Device Type 1
User 5,Source 1,2023-06-18 04:07:56,Device Type 5
User 5,Source 1,2023-06-18 04:07:56,Device Type 4
User 5,Source 1,2023-06-18 04:07:56,Device Type 0
User 5,Source 1,2023-06-18 04:07:56,Device Type 1
User 5,Source 1,2023-06-18 04:07:56,Device Type 7
User 5,Source 1,2023-06-18 04:07:56,Device Type 1
User 5,Source 1,2023-06-18 04:07:56,Device Type 1
User 5,Source 1,2023-06-18 04:07:56,Device Type 5
User 5,Source 1,2023-06-18 04:07:56,Device Type 4
User 5,Source 1,2023-06-18 04:07:56,Device Type 0
User 5,Source 1,2023-06-18 04:07:56,Device Type 1
User 5,Source 1,2023-06-18 04:07:56,Device Type 7
User 5,Source 1,2023-06-18 04:07:56,Device Type 1
User 5,Source 1,2023-06-18 04:07:56,Device Type 1
User 5,Source 1,2023-06-18 04:07:53,Device Type 5
User 5,Source 1,2023-06-18 04:07:53,Device Type 4
User 5,Source 1,2023-06-18 04:07:53,Device Type 0
User 5,Source 1,2023-06-18 04:07:53,Device Type 1
User 5,Source 1,2023-06-18 04:07:53,Device Type 7
User 5,Source 1,2023-06-18 04:07:53,Device Type 1
User 5,Source 1,2023-06-18 04:07:53,Device Type 1
User 5,Source 1,2023-06-18 04:07:53,Device Type 5
User 5,Source 1,2023-06-18 04:07:53,Device Type 4
User 5,Source 1,2023-06-18 04:07:53,Device Type 0
User 5,Source 1,2023-06-18 04:07:53,Device Type 1
User 5,Source 1,2023-06-18 04:07:53,Device Type 7
User 5,Source 1,2023-06-18 04:07:53,Device Type 1
User 5,Source 1,2023-06-18 04:07:53,Device Type 1
User 5,Source 1,2023-06-18 04:07:21,Device Type 5
User 5,Source 1,2023-06-18 04:07:21,Device Type 4
User 5,Source 1,2023-06-18 04:07:21,Device Type 0
User 5,Source 1,2023-06-18 04:07:21,Device Type 1
User 5,Source 1,2023-06-18 04:07:21,Device Type 7
User 5,Source 1,2023-06-18 04:07:21,Device Type 1
User 5,Source 1,2023-06-18 04:07:21,Device Type 1
User 5,Source 1,2023-06-18 04:07:21,Device Type 5
User 5,Source 1,2023-06-18 04:07:21,Device Type 4
User 5,Source 1,2023-06-18 04:07:21,Device Type 0
User 5,Source 1,2023-06-18 04:07:21,Device Type 1
User 5,Source 1,2023-06-18 04:07:21,Device Type 7
User 5,Source 1,2023-06-18 04:07:21,Device Type 1
User 5,Source 1,2023-06-18 04:07:21,Device Type 1
User 5,Source 1,2023-06-18 04:07:16,Device Type 5
User 5,Source 1,2023-06-18 04:07:16,Device Type 4
User 5,Source 1,2023-06-18 04:07:16,Device Type 0
User 5,Source 1,2023-06-18 04:07:16,Device Type 1
User 5,Source 1,2023-06-18 04:07:16,Device Type 7
User 5,Source 1,2023-06-18 04:07:16,Device Type 1
User 5,Source 1,2023-06-18 04:07:16,Device Type 1
User 5,Source 1,2023-06-17 16:51:20,Device Type 5
User 5,Source 1,2023-06-17 16:51:20,Device Type 4
User 5,Source 1,2023-06-17 16:51:20,Device Type 0
User 5,Source 1,2023-06-17 16:51:20,Device Type 1
User 5,Source 1,2023-06-17 16:51:20,Device Type 7
User 5,Source 1,2023-06-17 16:51:20,Device Type 1
User 5,Source 1,2023-06-17 16:51:20,Device Type 1
User 5,Source 1,2023-06-17 16:51:20,Device Type 5
User 5,Source 1,2023-06-17 16:51:20,Device Type 4
User 5,Source 1,2023-06-17 16:51:20,Device Type 0
User 5,Source 1,2023-06-17 16:51:20,Device Type 1
User 5,Source 1,2023-06-17 16:51:20,Device Type 7
User 5,Source 1,2023-06-17 16:51:20,Device Type 1
User 5,Source 1,2023-06-17 16:51:20,Device Type 1
User 5,Source 1,2023-06-17 16:03:35,Device Type 5
User 5,Source 1,2023-06-17 16:03:35,Device Type 4
User 5,Source 1,2023-06-17 16:03:35,Device Type 0
User 5,Source 1,2023-06-17 16:03:35,Device Type 1
User 5,Source 1,2023-06-17 16:03:35,Device Type 7
User 5,Source 1,2023-06-17 16:03:35,Device Type 1
User 5,Source 1,2023-06-17 16:03:35,Device Type 1
User 5,Source 1,2023-06-17 16:03:35,Device Type 5
User 5,Source 1,2023-06-17 16:03:35,Device Type 4
User 5,Source 1,2023-06-17 16:03:35,Device Type 0
User 5,Source 1,2023-06-17 16:03:35,Device Type 1
User 5,Source 1,2023-06-17 16:03:35,Device Type 7
User 5,Source 1,2023-06-17 16:03:35,Device Type 1
User 5,Source 1,2023-06-17 16:03:35,Device Type 1
User 5,Source 1,2023-06-17 16:03:25,Device Type 5
User 5,Source 1,2023-06-17 16:03:25,Device Type 4
User 5,Source 1,2023-06-17 16:03:25,Device Type 0
User 5,Source 1,2023-06-17 16:03:25,Device Type 1
User 5,Source 1,2023-06-17 16:03:25,Device Type 7
User 5,Source 1,2023-06-17 16:03:25,Device Type 1
User 5,Source 1,2023-06-17 16:03:25,Device Type 1
User 5,Source 1,2023-06-17 16:03:25,Device Type 5
User 5,Source 1,2023-06-17 16:03:25,Device Type 4
User 5,Source 1,2023-06-17 16:03:25,Device Type 0
User 5,Source 1,2023-06-17 16:03:25,Device Type 1
User 5,Source 1,2023-06-17 16:03:25,Device Type 7
User 5,Source 1,2023-06-17 16:03:25,Device Type 1
User 5,Source 1,2023-06-17 16:03:25,Device Type 1
