id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score
tm84618,Taxi Driver,MOVIE,1976,R,114,"['drama', 'crime']",['US'],8.2
tm154986,Deliverance,MOVIE,1972,R,109,"['drama', 'action', 'thriller', 'european']",['US'],7.7
tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['fantasy', 'action', 'comedy']",['GB'],8.2
tm120801,The Dirty Dozen,MOVIE,1967,Not Availavle,150,"['war', 'action']","['GB', 'US']",7.7
ts22164,Monty Python's Flying Circus,SHOW,1969,TV-14,30,"['comedy', 'european']",['GB'],8.8
tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],8.0
tm14873,Dirty Harry,MOVIE,1971,R,102,"['thriller', 'action', 'crime']",['US'],7.7
tm119281,Bonnie and Clyde,MOVIE,1967,R,110,"['crime', 'drama', 'action']",['US'],7.7
tm98978,The Blue Lagoon,MOVIE,1980,R,104,"['romance', 'action', 'drama']",['US'],5.8
tm44204,The Guns of Navarone,MOVIE,1961,Not Availavle,158,"['action', 'drama', 'war']","['GB', 'US']",7.5
tm67378,The Professionals,MOVIE,1966,PG-13,117,"['western', 'action', 'european']",['US'],7.3
tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,"['comedy', 'documentation']",['US'],8.1
tm16479,White Christmas,MOVIE,1954,Not Availavle,115,"['romance', 'comedy']",['US'],7.5
tm135083,Cairo Station,MOVIE,1958,Not Availavle,77,"['drama', 'crime', 'comedy']",['EG'],7.5
tm89386,Hitler: A Career,MOVIE,1977,PG,150,"['history', 'documentation', 'european']",['DE'],7.5
tm156453,FTA,MOVIE,1972,R,97,"['war', 'documentation', 'music', 'comedy']",['US'],6.2
tm14350,Alexandria… Why?,MOVIE,1979,Not Availavle,133,['drama'],['EG'],7.2
tm81728,The Land,MOVIE,1969,Not Availavle,129,['drama'],['EG'],8.1
tm94651,Dostana,MOVIE,1980,Not Availavle,161,"['drama', 'comedy', 'crime', 'romance', 'action']",['IN'],2.1
tm27298,Saladin the Victorious,MOVIE,1963,Not Availavle,186,"['action', 'drama', 'war', 'history', 'romance']",['EG'],7.6
tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Not Availavle,146,"['drama', 'romance', 'action', 'fantasy', 'family']","['SU', 'IN']",6.2
tm19608,The Blazing Sun,MOVIE,1954,Not Availavle,100,"['crime', 'romance', 'drama']",['EG'],7.4
tm204541,Dark Waters,MOVIE,1956,Not Availavle,120,"['action', 'drama', 'romance', 'thriller']",['EG'],6.7
tm259855,We Are All for the Fatherland,MOVIE,1979,Not Availavle,74,['documentation'],"['LB', 'CA', 'FR']",6.1
tm356209,Singapore,MOVIE,1960,Not Availavle,158,"['drama', 'thriller', 'crime']",['IN'],6.4
ts45948,Monty Python's Fliegender Zirkus,SHOW,1972,TV-MA,43,['comedy'],[],8.1
tm200475,"Beirut, Oh Beirut",MOVIE,1975,Not Availavle,110,['drama'],['LB'],6.4
tm90896,The Return of the Prodigal Son,MOVIE,1976,Not Availavle,124,"['music', 'drama', 'crime']","['DZ', 'EG']",7.2
tm336403,Khoon Khoon,MOVIE,1973,Not Availavle,131,"['crime', 'thriller']",['IN'],5.1
tm107372,Manoranjan,MOVIE,1974,Not Availavle,162,"['romance', 'drama', 'comedy']",['IN'],6.5
tm358653,Ujala,MOVIE,1959,Not Availavle,142,"['romance', 'crime', 'drama']",['IN'],6.6
tm259684,Whispers,MOVIE,1980,Not Availavle,93,['documentation'],"['CA', 'FR', 'LB']",7.8
tm403346,Chadi Jawani Budhe Nu,MOVIE,1976,Not Availavle,135,['romance'],['IN'],4.6
tm16812,Bandie,MOVIE,1978,Not Availavle,141,"['drama', 'action', 'romance']",['IN'],4.4
ts20681,Seinfeld,SHOW,1989,TV-PG,24,['comedy'],['US'],8.9
tm155787,GoodFellas,MOVIE,1990,R,145,"['drama', 'crime']",['US'],8.7
tm22327,Full Metal Jacket,MOVIE,1987,R,117,"['war', 'drama']","['US', 'GB']",8.3
tm180542,Once Upon a Time in America,MOVIE,1984,R,139,"['crime', 'drama', 'european']","['US', 'IT']",8.3
tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['comedy', 'romance', 'drama']",['US'],7.7
tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,['horror'],"['GB', 'US']",7.4
tm133087,Steel Magnolias,MOVIE,1989,PG,119,"['comedy', 'drama', 'romance']",['US'],7.3
tm177480,Police Academy,MOVIE,1984,R,97,"['crime', 'comedy']",['US'],6.7
tm54450,Christine,MOVIE,1983,R,110,"['horror', 'thriller', 'european']",['US'],6.7
ts22082,Knight Rider,SHOW,1982,TV-PG,51,"['scifi', 'action', 'crime', 'drama']",['US'],6.9
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,"['animation', 'family', 'comedy', 'fantasy', 'drama', 'action', 'music']",['GB'],6.5
ts20678,Saved by the Bell,SHOW,1989,TV-G,23,"['family', 'comedy', 'romance']",['US'],7.1
tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],7.8
ts25028,Wheel of Fortune,SHOW,1983,TV-G,26,['family'],['US'],6.7
tm147710,National Lampoon's Christmas Vacation,MOVIE,1989,PG-13,97,"['comedy', 'european']",['US'],7.5
tm142895,Lean On Me,MOVIE,1989,PG-13,105,['drama'],['US'],7.4
tm20712,Eddie Murphy Raw,MOVIE,1987,R,90,"['comedy', 'documentation']",['US'],7.6
tm117580,She's Gotta Have It,MOVIE,1986,R,84,"['romance', 'comedy']",['US'],6.7
ts23753,Major Dad,SHOW,1989,TV-PG,24,"['comedy', 'family']",['US'],6.5
tm130586,Endless Love,MOVIE,1981,R,116,"['romance', 'drama']",['US'],4.9
ts987,Danger Mouse,SHOW,1981,TV-Y,14,"['animation', 'comedy', 'family', 'scifi', 'european']",['GB'],7.4
tm721687,Vaashi,MOVIE,1983,Not Availavle,123,"['drama', 'thriller']",['IN'],6.7
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Not Availavle,119,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],7.3
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Not Availavle,133,"['animation', 'scifi', 'action', 'drama', 'war']",['JP'],7.2
ts2760,Fireman Sam,SHOW,1987,TV-Y,10,"['animation', 'comedy', 'family', 'crime', 'european']",['GB'],6.1
tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,"['comedy', 'documentation']",['US'],7.2
tm126769,Waiting for the Hearse,MOVIE,1985,Not Availavle,87,['comedy'],['AR'],8.0
tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,Not Availavle,30,"['comedy', 'documentation']",['US'],6.1
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Not Availavle,144,"['action', 'drama', 'war', 'animation', 'scifi']",['JP'],7.6
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,81,"['comedy', 'documentation']",['GB'],7.9
tm52815,Disco Dancer,MOVIE,1982,Not Availavle,106,"['drama', 'romance']",['IN'],6.4
tm159912,Agneepath,MOVIE,1990,Not Availavle,174,"['drama', 'action', 'crime']",['IN'],7.6
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,Not Availavle,72,['comedy'],['GB'],8.1
tm38736,Too Young The Hero,MOVIE,1988,Not Availavle,100,"['drama', 'war']",['US'],6.7
tm51083,A Stoning in Fulham County,MOVIE,1988,Not Availavle,120,"['thriller', 'crime', 'drama']",['US'],5.9
tm137013,The Ryan White Story,MOVIE,1989,Not Availavle,102,['drama'],['US'],7.2
tm157603,Dil,MOVIE,1990,Not Availavle,172,"['drama', 'comedy', 'romance']",['IN'],6.6
tm258072,Adam: His Song Continues,MOVIE,1986,Not Availavle,100,"['crime', 'drama']",['US'],7.0
tm114356,The George McKenna Story,MOVIE,1988,Not Availavle,100,['drama'],['US'],6.0
tm157853,In Defense of a Married Man,MOVIE,1990,Not Availavle,94,"['drama', 'crime']",['US'],5.6
tm446654,Mujrim,MOVIE,1989,Not Availavle,162,"['drama', 'action', 'crime']",['IN'],5.4
tm348735,Aakhri Adaalat,MOVIE,1988,Not Availavle,148,"['action', 'crime', 'thriller']",['IN'],5.1
tm151332,"Alexandria, Again and Forever",MOVIE,1989,Not Availavle,105,['drama'],"['FR', 'EG']",6.5
tm342996,Duniya,MOVIE,1984,Not Availavle,170,"['action', 'drama']",['IN'],6.3
tm24110,Strange Voices,MOVIE,1987,Not Availavle,100,['drama'],['US'],6.3
tm371359,Jaal,MOVIE,1986,Not Availavle,159,"['action', 'drama', 'thriller']",['IN'],5.2
tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,1988,Not Availavle,100,['drama'],['US'],7.2
ts63001,High Risk,SHOW,1988,TV-PG,50,['comedy'],['US'],3.8
tm311264,Muqaddar Ka Faisla,MOVIE,1987,Not Availavle,172,"['action', 'comedy', 'drama', 'family']",['IN'],4.8
tm411457,Pyar Ke Do Pal,MOVIE,1986,Not Availavle,125,"['drama', 'action']",['IN'],6.1
tm172482,Sohni Mahiwal,MOVIE,1984,Not Availavle,160,"['romance', 'drama', 'action']",['IN'],6.1
tm419052,Ek Jaan Hain Hum,MOVIE,1983,Not Availavle,151,"['family', 'romance']",['IN'],6.3
tm47673,An Egyptian Story,MOVIE,1982,Not Availavle,129,"['drama', 'fantasy']",['EG'],7.3
tm52274,The Little Wars,MOVIE,1982,Not Availavle,108,"['war', 'drama', 'european']","['FR', 'LB']",6.3
tm147829,Unspeakable Acts,MOVIE,1990,Not Availavle,100,['drama'],['US'],6.1
ts20981,Survivor,SHOW,2000,TV-PG,48,['reality'],['US'],7.4
tm107744,Mission: Impossible,MOVIE,1996,PG-13,110,"['thriller', 'action']",['US'],7.1
ts22176,Stargate SG-1,SHOW,1997,TV-PG,44,"['scifi', 'drama', 'action']","['CA', 'US']",8.4
tm15897,Se7en,MOVIE,1995,R,127,"['crime', 'thriller', 'drama']",['US'],8.6
ts21223,Pokémon,SHOW,1997,TV-Y7,22,"['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family']",['JP'],7.4
tm191013,Boogie Nights,MOVIE,1997,R,156,['drama'],['US'],7.9
tm122434,Forrest Gump,MOVIE,1994,PG-13,142,"['drama', 'romance']",['US'],8.8
tm25947,Snatch,MOVIE,2000,R,103,"['crime', 'comedy']","['US', 'GB']",8.3
tm43808,The Talented Mr. Ripley,MOVIE,1999,R,139,"['thriller', 'drama', 'crime']",['US'],7.4
ts20339,One Piece,SHOW,1999,TV-14,23,"['animation', 'action', 'comedy', 'drama', 'fantasy']",['JP'],8.8
ts5145,The Challenge,SHOW,1998,TV-14,40,"['reality', 'comedy', 'drama', 'scifi']",['US'],7.8
tm191110,Titanic,MOVIE,1997,PG-13,194,"['drama', 'romance']",['US'],7.9
ts34435,Cowboy Bebop,SHOW,1998,TV-14,25,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']",['JP'],8.9
tm192037,Starship Troopers,MOVIE,1997,R,129,"['scifi', 'action', 'thriller']",['US'],7.3
tm27395,Mission: Impossible II,MOVIE,2000,PG-13,123,"['thriller', 'action']",['US'],6.1
tm113513,Dumb and Dumber,MOVIE,1994,PG-13,107,['comedy'],['US'],7.3
ts20983,Neon Genesis Evangelion,SHOW,1995,TV-14,24,"['drama', 'scifi', 'animation', 'action', 'fantasy', 'thriller']",['JP'],8.5
tm192405,Gattaca,MOVIE,1997,PG-13,106,"['scifi', 'thriller', 'romance', 'drama']",['US'],7.8
tm116655,Léon: The Professional,MOVIE,1994,R,111,"['crime', 'drama', 'action', 'thriller', 'european']","['US', 'FR']",8.5
ts21567,Gilmore Girls,SHOW,2000,TV-14,46,"['comedy', 'drama']",['US'],8.2
tm116488,Natural Born Killers,MOVIE,1994,R,118,"['thriller', 'drama', 'crime', 'action']",['US'],7.3
tm11556,The Quick and the Dead,MOVIE,1995,R,107,"['action', 'thriller', 'western', 'romance']","['JP', 'US']",6.5
tm56574,You've Got Mail,MOVIE,1998,PG,119,"['comedy', 'romance', 'drama']",['US'],6.7
ts20960,Power Rangers,SHOW,1993,TV-Y7,22,"['action', 'scifi', 'fantasy', 'family']",['US'],6.5
tm53991,Big Daddy,MOVIE,1999,PG-13,93,"['drama', 'comedy', 'european']",['US'],6.4
tm49178,Vampires,MOVIE,1998,R,104,"['fantasy', 'action', 'horror', 'thriller']",['US'],6.1
ts25252,Yu-Gi-Oh!,SHOW,1998,TV-Y,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],7.3
tm191989,Donnie Brasco,MOVIE,1997,R,127,"['drama', 'thriller', 'crime']",['US'],7.7
ts22193,The Magic School Bus,SHOW,1994,TV-Y,26,"['animation', 'scifi', 'comedy', 'family', 'fantasy']","['CA', 'US']",7.8
ts22489,Goosebumps,SHOW,1995,TV-PG,22,"['scifi', 'thriller', 'family', 'fantasy', 'horror', 'music']","['US', 'CA']",7.6
ts21034,InuYasha,SHOW,2000,TV-14,25,"['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama']",['JP'],7.9
tm121879,A River Runs Through It,MOVIE,1992,PG,123,['drama'],['US'],7.2
tm44402,"Girl, Interrupted",MOVIE,1999,R,127,"['drama', 'european']","['DE', 'US']",7.3
tm187187,Last Action Hero,MOVIE,1993,PG-13,131,"['action', 'fantasy', 'comedy', 'family']",['US'],6.4
ts16919,All That,SHOW,1994,TV-G,22,"['comedy', 'family', 'music']",['US'],7.5
tm6859,My Girl,MOVIE,1991,PG,103,"['drama', 'family', 'romance', 'comedy', 'european']",['US'],6.9
tm118238,Wyatt Earp,MOVIE,1994,PG-13,191,"['western', 'crime', 'action', 'drama']",['US'],6.7
tm111163,Eraser,MOVIE,1996,R,115,"['thriller', 'action', 'drama', 'crime']","['US', 'CA']",6.1
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,Not Availavle,87,"['action', 'drama', 'animation', 'scifi', 'fantasy']",['JP'],8.0
tm192769,Vegas Vacation,MOVIE,1997,PG,94,['comedy'],['US'],5.9
tm187791,In the Line of Fire,MOVIE,1993,R,128,"['drama', 'thriller', 'crime', 'action']",['US'],7.2
tm113576,Little Women,MOVIE,1994,PG,115,"['drama', 'romance', 'family']",['US'],7.3
tm65686,U.S. Marshals,MOVIE,1998,PG-13,131,"['thriller', 'crime', 'action']",['US'],6.5
ts8570,Barney & Friends,SHOW,1992,TV-G,28,"['comedy', 'family']",['US'],3.8
tm191387,Anaconda,MOVIE,1997,PG-13,89,"['horror', 'thriller', 'action']","['PE', 'US', 'BR']",4.8
ts27693,Kenan & Kel,SHOW,1996,TV-Y7,25,"['family', 'comedy']",['US'],7.8
tm19494,The Replacements,MOVIE,2000,PG-13,118,"['comedy', 'sport']",['US'],6.6
tm191772,Seven Years in Tibet,MOVIE,1997,PG-13,136,"['action', 'drama', 'history', 'war']",['US'],7.1
tm12499,The Net,MOVIE,1995,PG-13,114,"['thriller', 'action', 'crime', 'drama']",['US'],5.9
tm186589,Cliffhanger,MOVIE,1993,R,112,"['action', 'thriller', 'comedy', 'animation']","['IT', 'US', 'FR']",6.5
tm189764,Menace II Society,MOVIE,1993,R,97,"['drama', 'crime', 'thriller']",['US'],7.5
tm10739,Johnny Mnemonic,MOVIE,1995,R,97,"['action', 'drama', 'scifi', 'thriller']","['CA', 'US']",5.6
tm1822,3 Ninjas Kick Back,MOVIE,1994,PG,93,"['comedy', 'family', 'action', 'sport']","['JP', 'US']",4.5
tm55369,Edge of Seventeen,MOVIE,1998,R,104,"['romance', 'drama', 'comedy']",['US'],6.8
tm192431,The Devil's Own,MOVIE,1997,R,107,"['crime', 'thriller', 'drama', 'action', 'european']",['US'],6.2
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,"['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['JP'],8.0
tm192199,Spawn,MOVIE,1997,PG-13,96,"['scifi', 'action', 'drama', 'horror']",['US'],5.2
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,"['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy', 'western']",['US'],6.2
tm56033,Croupier,MOVIE,1998,R,94,"['drama', 'european', 'crime']","['IE', 'GB', 'DE', 'FR']",7.0
ts21581,Girlfriends,SHOW,2000,TV-PG,21,"['drama', 'comedy']",['US'],7.2
tm117488,The Next Karate Kid,MOVIE,1994,PG,107,"['action', 'drama', 'family', 'sport', 'romance']",['US'],4.5
tm190811,Geronimo: An American Legend,MOVIE,1993,PG-13,115,"['western', 'history', 'drama']",['US'],6.5
tm191431,Double Team,MOVIE,1997,R,93,"['action', 'scifi', 'comedy', 'thriller']","['HK', 'US']",4.8
tm10811,Heavy,MOVIE,1995,R,105,"['drama', 'romance']",['US'],6.8
tm49839,The Players Club,MOVIE,1998,R,104,"['comedy', 'drama']",['US'],5.9
ts20918,The Parkers,SHOW,1999,TV-PG,19,['comedy'],['US'],6.8
ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,"['comedy', 'drama', 'family']",['US'],6.2
ts20939,Moesha,SHOW,1996,TV-PG,21,"['drama', 'comedy', 'family']",['US'],5.8
ts21684,Heartbreak High,SHOW,1994,TV-MA,45,"['drama', 'romance', 'comedy']",['AU'],7.8
ts22080,Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,"['animation', 'comedy', 'family', 'action', 'european']",['FR'],7.4
tm67635,Kuch Kuch Hota Hai,MOVIE,1998,G,185,"['romance', 'comedy', 'drama']",['IN'],7.6
tm320211,Children of God,MOVIE,1994,Not Availavle,63,['documentation'],['GB'],6.3
tm7073,Knight Rider 2000,MOVIE,1991,G,91,"['action', 'scifi']",['US'],4.5
ts28516,Okupas,SHOW,2000,TV-MA,40,"['drama', 'crime']",['AR'],9.0
tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,Not Availavle,206,"['drama', 'romance', 'comedy']",['IN'],7.5
tm55100,Dil Se..,MOVIE,1998,PG-13,163,"['drama', 'romance']",['IN'],7.5
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,G,75,"['comedy', 'documentation']",['US'],7.9
ts22039,H,SHOW,1998,TV-MA,25,['comedy'],['FR'],7.4
tm188606,Sankofa,MOVIE,1993,Not Availavle,124,"['drama', 'european']","['DE', 'GH', 'GB', 'US', 'BF']",7.0
tm41525,Herod's Law,MOVIE,1999,R,123,"['comedy', 'crime', 'thriller']",['MX'],7.8
tm189171,Wild Tango,MOVIE,1993,R,124,"['drama', 'music', 'romance']","['ES', 'AR']",6.7
tm63514,The Last Days,MOVIE,1998,PG-13,87,"['drama', 'history', 'war', 'documentation']",['US'],7.9
tm21911,Sam Kinison: Live in Vegas,MOVIE,1991,Not Availavle,72,"['comedy', 'music', 'documentation']",['US'],6.6
tm188970,Bill Hicks: Revelations,MOVIE,1993,Not Availavle,74,"['comedy', 'documentation']",['GB'],8.5
tm12876,Bombay,MOVIE,1995,Not Availavle,141,"['drama', 'romance']",['IN'],8.1
tm62176,Mann,MOVIE,1999,Not Availavle,174,"['drama', 'romance']",['IN'],6.1
tm52871,Soldier,MOVIE,1998,Not Availavle,156,"['thriller', 'action', 'drama', 'romance']",['IN'],6.2
tm104933,Sinbad: Son of a Preacher Man,MOVIE,1996,Not Availavle,56,"['comedy', 'documentation']",['US'],6.8
tm184326,Damini,MOVIE,1993,Not Availavle,175,"['drama', 'crime']",['IN'],7.8
tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,"['romance', 'family', 'fantasy', 'drama']",['IN'],6.2
tm191614,Destiny,MOVIE,1997,Not Availavle,136,"['drama', 'history', 'comedy', 'romance']","['FR', 'EG']",7.1
tm110766,Chronicle of a Disappearance,MOVIE,1996,Not Availavle,88,['drama'],"['PS', 'US', 'FR', 'DE']",6.9
tm9898,Muthu,MOVIE,1995,G,165,"['comedy', 'drama', 'action', 'romance']",['IN'],7.6
tm47530,Jeans,MOVIE,1998,Not Availavle,175,"['comedy', 'drama', 'romance']",['IN'],6.4
tm57169,Monty Python: Live at Aspen,MOVIE,1998,Not Availavle,58,"['comedy', 'documentation']","['GB', 'US']",7.8
tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'romance', 'drama']",['IN'],6.7
tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],5.5
tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],7.9
tm118438,Anjaam,MOVIE,1994,Not Availavle,137,"['romance', 'crime', 'thriller', 'drama']",['IN'],6.6
tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,1991,Not Availavle,100,"['drama', 'sport']",['US'],7.2
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,PG-13,160,"['comedy', 'romance', 'drama']",['IN'],6.1
tm203186,Children of Shatila,MOVIE,1999,Not Availavle,50,"['documentation', 'history']",['LB'],8.1
tm7951,Tim Allen: Rewires America,MOVIE,1991,PG,30,"['comedy', 'documentation']",['US'],6.0
tm52083,West Beirut,MOVIE,1998,PG-13,105,"['romance', 'drama', 'comedy', 'war', 'european']","['FR', 'NO', 'LB', 'BE']",7.6
tm340430,Govindha Govindha,MOVIE,1993,Not Availavle,145,"['drama', 'action', 'crime']",['IN'],6.6
tm7032,Out of Life,MOVIE,1991,Not Availavle,97,"['drama', 'war', 'crime', 'european']","['BE', 'FR', 'IT', 'LB']",6.9
tm256669,Gumrah,MOVIE,1993,Not Availavle,149,"['drama', 'action', 'crime', 'thriller']",['IN'],6.1
tm64729,Sinbad: Nothin' but the Funk,MOVIE,1998,Not Availavle,56,"['comedy', 'documentation']",['US'],6.3
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,PG-13,60,"['comedy', 'documentation']",['US'],7.8
tm25389,Fiza,MOVIE,2000,Not Availavle,170,"['romance', 'action', 'crime', 'drama', 'thriller']",['IN'],6.0
tm34391,Before the Flying Circus,MOVIE,2000,Not Availavle,55,"['comedy', 'documentation']",['GB'],7.3
tm44776,The Other,MOVIE,1999,Not Availavle,106,"['romance', 'european', 'drama']","['FR', 'EG']",5.9
tm334788,Yodha,MOVIE,1991,Not Availavle,142,"['action', 'drama']",['IN'],4.5
tm117840,The Emigrant,MOVIE,1994,Not Availavle,129,['drama'],"['FR', 'EG']",6.5
tm42397,Hello Brother,MOVIE,1999,Not Availavle,131,"['comedy', 'romance', 'fantasy', 'action']",['IN'],4.6
tm314602,Dushmani,MOVIE,1995,Not Availavle,156,"['romance', 'action', 'drama']",['IN'],5.0
tm7810,Nightmare in Columbia County,MOVIE,1991,Not Availavle,100,"['drama', 'thriller', 'crime']",['US'],5.5
tm449775,Shikari,MOVIE,1991,Not Availavle,162,"['drama', 'action']","['IN', 'SU']",5.8
ts4,Breaking Bad,SHOW,2008,TV-MA,48,"['drama', 'crime', 'thriller']",['US'],9.5
ts20371,Top Gear,SHOW,2002,TV-PG,58,"['comedy', 'reality', 'european', 'music']",['GB'],8.7
ts9,The Walking Dead,SHOW,2010,TV-MA,46,"['action', 'drama', 'scifi', 'horror', 'thriller']",['US'],8.2
ts21465,Supernatural,SHOW,2005,TV-14,45,"['scifi', 'horror', 'thriller', 'drama', 'fantasy']",['US'],8.4
tm74402,The Mist,MOVIE,2007,R,126,"['horror', 'scifi', 'thriller']",['US'],7.1
tm91952,Mean Girls,MOVIE,2004,PG-13,97,['comedy'],"['CA', 'US']",7.1
ts288536,The Great British Baking Show,SHOW,2010,TV-PG,57,"['reality', 'european']",['GB'],8.6
ts12724,30 Rock,SHOW,2006,TV-14,25,"['comedy', 'sport']",['US'],8.3
ts6644,Borgen,SHOW,2010,TV-MA,58,"['drama', 'european']",['DK'],8.5
ts8308,Community,SHOW,2009,TV-PG,23,['comedy'],['US'],8.5
tm111828,Catch Me If You Can,MOVIE,2002,PG-13,141,"['drama', 'crime']",['US'],8.1
ts21469,Grey's Anatomy,SHOW,2005,TV-14,49,"['drama', 'romance']",['US'],7.6
ts17156,Arrested Development,SHOW,2003,TV-MA,28,['comedy'],['US'],8.7
ts22011,Heartland,SHOW,2007,TV-PG,44,"['drama', 'family']",['CA'],8.4
ts26091,The Staircase,SHOW,2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],7.8
tm150112,Old School,MOVIE,2003,R,88,"['comedy', 'european']",['US'],7.0
ts22337,NCIS,SHOW,2003,TV-14,43,"['crime', 'action', 'thriller', 'drama', 'comedy']",['US'],7.8
ts3371,Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",['US'],9.3
tm80906,Anchorman: The Legend of Ron Burgundy,MOVIE,2004,PG-13,95,['comedy'],['US'],7.1
ts20604,Friday Night Lights,SHOW,2006,TV-14,43,"['drama', 'sport']",['US'],8.7
ts20573,The IT Crowd,SHOW,2006,TV-14,25,"['comedy', 'european']",['GB'],8.5
tm92641,Inception,MOVIE,2010,PG-13,148,"['action', 'scifi', 'music', 'thriller']","['US', 'GB']",8.8
ts22099,The Spectacular Spider-Man,SHOW,2008,TV-Y7,22,"['action', 'animation', 'family', 'scifi', 'comedy']",['US'],8.3
tm27911,The Departed,MOVIE,2006,R,151,"['drama', 'thriller', 'crime', 'action']",['US'],8.5
ts21464,Zoey 101,SHOW,2005,TV-G,25,"['drama', 'comedy', 'family', 'romance']",['US'],6.1
tm88465,Insidious,MOVIE,2010,PG-13,103,"['horror', 'thriller']","['CA', 'US']",6.8
tm172683,War of the Worlds,MOVIE,2005,PG-13,117,"['action', 'thriller', 'scifi']",['US'],6.5
ts11313,DEATH NOTE,SHOW,2006,TV-14,24,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']",['JP'],9.0
ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],7.7
ts20305,Naruto,SHOW,2002,TV-PG,23,"['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller']",['JP'],8.4
tm42877,Wanted,MOVIE,2008,R,110,"['action', 'thriller', 'crime', 'fantasy']","['DE', 'US']",6.7
tm39030,Casino Royale,MOVIE,2006,Not Availavle,144,"['action', 'thriller', 'european']","['DE', 'GB', 'US', 'BS', 'CZ']",8.0
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,"['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music']","['CA', 'US']",7.6
ts17942,Chappelle's Show,SHOW,2003,TV-14,21,"['comedy', 'music']",['US'],8.8
tm89677,The Terminal,MOVIE,2004,PG-13,128,"['drama', 'comedy', 'romance']",['US'],7.4
tm78592,Michael Clayton,MOVIE,2007,R,114,"['thriller', 'drama', 'crime']",['US'],7.2
tm105329,Road to Perdition,MOVIE,2002,R,117,"['thriller', 'documentation', 'drama', 'crime']",['US'],7.7
ts30311,Victorious,SHOW,2010,TV-G,25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],6.9
tm139658,Big Fish,MOVIE,2003,PG-13,125,"['action', 'fantasy', 'drama', 'romance']",['US'],8.0
tm26327,The Hurt Locker,MOVIE,2008,R,131,"['thriller', 'drama', 'war']",['US'],7.5
tm95477,Troy,MOVIE,2004,R,163,"['action', 'history', 'war', 'drama', 'european']","['MT', 'GB', 'US']",7.3
tm154187,Sherlock Holmes,MOVIE,2009,PG-13,129,"['crime', 'thriller', 'action']","['AU', 'DE', 'GB', 'US']",7.6
ts22267,Trailer Park Boys,SHOW,2001,TV-MA,25,"['comedy', 'crime']",['CA'],8.6
tm133767,Love Actually,MOVIE,2003,R,135,"['drama', 'comedy', 'romance']","['GB', 'US']",7.6
