id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score
tm182969,Dabbe: The Possession,MOVIE,2013,Not Availavle,120,['horror'],['TR'],6.8
tm215339,Ralphie May: Imperfectly Yours,MOVIE,2013,Not Availavle,69,"['comedy', 'documentation']",['US'],5.4
tm151927,Mary Kom,MOVIE,2014,PG-13,122,"['history', 'action', 'drama', 'sport']",['IN'],6.8
tm139922,"The Other One: The Long, Strange Trip of Bob Weir",MOVIE,2014,Not Availavle,85,"['music', 'documentation']",['US'],7.3
tm185797,Fukrey,MOVIE,2013,PG-13,137,"['drama', 'comedy', 'romance']",['IN'],6.9
tm174289,Free Birds,MOVIE,2013,PG,91,"['animation', 'comedy', 'family', 'scifi']",['US'],5.8
tm181092,Race 2,MOVIE,2013,Not Availavle,150,"['thriller', 'action', 'crime']",['IN'],5.3
ts20781,Incomplete Life,SHOW,2014,TV-14,73,"['comedy', 'drama']",['KR'],8.5
tm183706,Birth Reborn,MOVIE,2013,Not Availavle,91,"['documentation', 'family', 'history']",['BR'],7.8
tm168685,The Berlin File,MOVIE,2013,Not Availavle,120,"['action', 'thriller']",['KR'],6.6
tm199408,Monty Python: The Meaning of Live,MOVIE,2014,Not Availavle,96,"['documentation', 'comedy']",['GB'],7.6
tm140911,Imperial Dreams,MOVIE,2014,Not Availavle,87,['drama'],['US'],6.7
tm148597,Monty Python: Live (Mostly),MOVIE,2014,R,138,"['documentation', 'comedy', 'music']",['GB'],7.6
ts76743,Dokidoki! PreCure,SHOW,2013,TV-G,23,"['animation', 'action', 'comedy', 'drama', 'fantasy', 'family']",['JP'],6.2
ts83239,Booba,SHOW,2014,Not Availavle,4,"['comedy', 'animation', 'family']",['RU'],6.9
tm144021,LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,Not Availavle,22,"['action', 'animation', 'family', 'comedy', 'scifi']",['US'],6.5
tm148457,Hasee Toh Phasee,MOVIE,2014,PG-13,141,"['comedy', 'romance']",['IN'],6.8
ts75104,Zbrodnia,SHOW,2014,TV-MA,45,"['crime', 'action']",['PL'],6.2
tm148662,The Boss: Anatomy of a Crime,MOVIE,2014,Not Availavle,98,"['drama', 'crime']","['VE', 'AR']",7.3
ts34074,"That Winter, the Wind Blows",SHOW,2013,TV-MA,63,['drama'],['KR'],7.6
tm181550,Once Upon a Time in Mumbai Dobaara!,MOVIE,2013,Not Availavle,160,"['action', 'crime', 'drama', 'romance']",['IN'],4.4
tm149914,Jim Jefferies: Bare,MOVIE,2014,R,76,['comedy'],['US'],8.0
tm145627,Pizza,MOVIE,2014,Not Availavle,107,"['horror', 'thriller']",['IN'],6.2
tm186161,Boss,MOVIE,2013,PG-13,143,"['comedy', 'drama', 'crime', 'action']",['IN'],5.1
tm183002,Madras Cafe,MOVIE,2013,PG-13,130,"['action', 'thriller', 'drama']",['IN'],7.6
ts122290,Dharmakshetra,SHOW,2014,TV-14,44,['drama'],['IN'],8.3
ts75833,Masha's Spooky Stories,SHOW,2014,TV-Y,5,"['animation', 'family']",['RU'],6.2
tm158302,Ankhon Dekhi,MOVIE,2014,Not Availavle,104,"['drama', 'comedy']",['IN'],8.0
tm182322,Kai Po Che!,MOVIE,2013,Not Availavle,126,"['drama', 'sport']",['IN'],7.7
tm157062,Anjaan,MOVIE,2014,Not Availavle,170,"['crime', 'action', 'thriller']",['IN'],5.3
tm186054,ABCD,MOVIE,2013,PG-13,136,"['music', 'drama']",['IN'],6.3
tm165504,Blind Detective,MOVIE,2013,Not Availavle,130,"['crime', 'action', 'comedy', 'drama', 'thriller']",['HK'],6.4
tm167342,Satyagraha,MOVIE,2013,PG,152,"['drama', 'documentation']",['IN'],5.9
tm35895,Buddies,MOVIE,2013,Not Availavle,94,"['drama', 'comedy', 'action', 'documentation', 'european']",['BR'],6.5
tm158980,Khoobsurat,MOVIE,2014,PG,130,"['comedy', 'romance']",['IN'],6.4
ts67797,Sammy & Co,SHOW,2014,TV-PG,15,"['animation', 'european']",['US'],5.7
tm149747,The Perfect Dictatorship,MOVIE,2014,Not Availavle,143,"['drama', 'comedy']",['MX'],7.2
tm159819,Bride for Rent,MOVIE,2014,Not Availavle,115,"['romance', 'comedy']",['PH'],6.4
tm2269,Selfie,MOVIE,2014,Not Availavle,123,"['comedy', 'documentation', 'drama', 'european']",['RO'],6.0
tm175753,Chashme Baddoor,MOVIE,2013,Not Availavle,120,"['comedy', 'drama']",['IN'],5.4
tm178513,Bombay Talkies,MOVIE,2013,PG-13,127,"['drama', 'romance']",['IN'],6.6
tm160034,Humpty Sharma Ki Dulhania,MOVIE,2014,PG,133,"['drama', 'comedy', 'romance']",['IN'],6.0
tm142630,Ragini MMS 2,MOVIE,2014,PG-13,120,['horror'],['IN'],3.9
tm149578,Mission Blue,MOVIE,2014,PG,94,"['documentation', 'drama']",['US'],7.9
tm176481,Chennai Express,MOVIE,2013,PG-13,141,"['romance', 'drama', 'action', 'comedy']",['IN'],6.0
tm167107,Saheb Biwi Aur Gangster Returns,MOVIE,2013,Not Availavle,142,"['action', 'crime', 'thriller', 'drama']",['IN'],6.7
tm158546,Raja Natwarlal,MOVIE,2014,PG,141,"['thriller', 'crime']",['IN'],6.1
tm236725,My Beautiful Broken Brain,MOVIE,2014,Not Availavle,84,['documentation'],['GB'],7.0
tm151210,Jim Gaffigan: Obsessed,MOVIE,2014,Not Availavle,70,"['comedy', 'documentation']",['US'],7.6
tm146657,Jeff Dunham: All Over the Map,MOVIE,2014,PG-13,41,['comedy'],"['IL', 'NO', 'ZA', 'AE', 'GB', 'IS', 'IE']",7.1
tm157681,Eyes of a Thief,MOVIE,2014,Not Availavle,98,['drama'],['PS'],6.6
tm145791,Miss Granny,MOVIE,2014,Not Availavle,124,"['drama', 'comedy', 'music', 'family', 'fantasy']",['KR'],7.2
tm175954,Aziz Ansari: Buried Alive,MOVIE,2013,Not Availavle,79,"['comedy', 'documentation']",['US'],7.2
tm158436,Print the Legend,MOVIE,2014,Not Availavle,100,"['documentation', 'drama', 'history']",['US'],7.0
tm172027,The Butterfly's Dream,MOVIE,2013,PG-13,138,"['drama', 'history', 'romance']",['TR'],7.7
tm209037,Tea Time,MOVIE,2014,Not Availavle,70,['documentation'],['CL'],7.6
tm153055,Mitt,MOVIE,2014,Not Availavle,93,"['documentation', 'family']",['US'],6.9
tm155051,Trailer Park Boys - Live in F**kin' Dublin,MOVIE,2014,Not Availavle,81,['comedy'],['CA'],6.2
tm143299,Ungli,MOVIE,2014,PG-13,114,"['thriller', 'crime', 'drama']",['IN'],5.8
tm348393,When Love Happens,MOVIE,2014,Not Availavle,109,['romance'],['NG'],4.8
tm182227,Marc Maron: Thinky Pain,MOVIE,2013,Not Availavle,90,['comedy'],['US'],7.3
ts121189,"Raja, Rasoi Aur Anya Kahaniyaan",SHOW,2014,Not Availavle,29,"['history', 'documentation']",['IN'],8.9
tm157461,Coming Soon,MOVIE,2014,PG,134,"['romance', 'drama', 'comedy']",['TR'],7.3
ts20238,Boss & Me,SHOW,2014,TV-PG,45,"['comedy', 'romance']",['CN'],7.3
tm157609,Born in Gaza,MOVIE,2014,Not Availavle,69,"['documentation', 'european']",['ES'],7.4
tm152273,Tiger & Bunny: The Rising,MOVIE,2014,Not Availavle,108,"['scifi', 'action', 'animation']",['JP'],6.7
tm202914,My Own Man,MOVIE,2014,Not Availavle,82,"['documentation', 'drama', 'comedy', 'family']",['US'],6.4
tm183654,SDU: Sex Duties Unit,MOVIE,2013,Not Availavle,94,"['comedy', 'action']",['HK'],5.9
tm147518,City of God: 10 Years Later,MOVIE,2013,PG,69,['documentation'],['BR'],6.4
tm197423,October 1,MOVIE,2014,PG-13,149,"['thriller', 'crime', 'drama']",['NG'],6.4
tm145658,The Amazing Praybeyt Benjamin,MOVIE,2014,Not Availavle,105,"['drama', 'comedy', 'action', 'fantasy', 'romance']",['PH'],4.0
ts82860,Against the Tide,SHOW,2014,TV-14,44,['drama'],['SG'],7.6
tm151860,Free to Play,MOVIE,2014,Not Availavle,75,"['documentation', 'action']","['US', 'CN', 'DE', 'SG', 'UA']",7.6
tm184511,Inkaar,MOVIE,2013,R,133,"['drama', 'romance', 'thriller']",['IN'],6.1
tm145216,Dabbe 5: Curse of the Jinn,MOVIE,2014,R,132,['horror'],['TR'],5.9
tm610571,Diamonds in the Sky,MOVIE,2014,Not Availavle,132,['drama'],['IN'],7.4
tm529733,Chhota Bheem and the ShiNobi Secret,MOVIE,2013,G,63,['animation'],['IN'],8.6
tm169054,Bhaji in Problem,MOVIE,2013,Not Availavle,117,"['drama', 'comedy']",['IN'],7.1
tm154729,Dedh Ishqiya,MOVIE,2014,R,148,"['romance', 'thriller', 'comedy', 'drama']",['IN'],7.0
tm187505,She's The One,MOVIE,2013,Not Availavle,110,"['romance', 'drama', 'comedy']",['PH'],6.3
tm177645,Wedding Association,MOVIE,2013,PG-13,106,['comedy'],['XX'],7.0
tm155507,Chelsea Handler: Uganda Be Kidding Me Live,MOVIE,2014,Not Availavle,71,['comedy'],['US'],5.8
tm182580,Ghadi,MOVIE,2013,PG-13,100,"['drama', 'family', 'comedy']",['LB'],7.3
tm152843,Swearnet: The Movie,MOVIE,2014,R,112,['comedy'],['CA'],6.0
tm147405,E-Team,MOVIE,2014,Not Availavle,88,"['documentation', 'war']",['US'],7.1
tm185736,SampleThis,MOVIE,2013,Not Availavle,85,"['documentation', 'music']",['US'],6.4
tm587320,El Mago Pop,MOVIE,2013,Not Availavle,44,"['reality', 'european']",['ES'],6.8
tm183805,Ghanchakkar,MOVIE,2013,PG,137,"['thriller', 'comedy', 'crime']",['IN'],5.8
tm323262,Seven Souls in the Skull Castle,MOVIE,2013,Not Availavle,179,"['drama', 'action', 'romance']",['JP'],7.3
tm181051,Giraffada,MOVIE,2014,Not Availavle,85,"['drama', 'european']","['DE', 'IT', 'PS', 'FR']",6.3
tm169294,Pagpag: Siyam na Buhay,MOVIE,2013,Not Availavle,105,['horror'],['PH'],5.4
tm147908,Anaamika,MOVIE,2014,PG,124,['thriller'],['IN'],5.5
tm178992,The Midas Touch,MOVIE,2013,Not Availavle,99,['comedy'],['HK'],5.0
tm250364,Chhota Bheem in the Incan Adventure,MOVIE,2013,G,64,"['fantasy', 'animation']",['XX'],7.5
tm162259,Mars at Sunrise,MOVIE,2014,Not Availavle,75,['drama'],['US'],7.8
tm166723,It Takes a Man and a Woman,MOVIE,2013,Not Availavle,120,"['romance', 'comedy', 'drama']",['PH'],6.7
tm177224,Gori Tere Pyaar Mein,MOVIE,2013,Not Availavle,150,"['comedy', 'drama', 'romance']",['IN'],4.9
tm187118,What the Fish,MOVIE,2013,PG-13,98,"['drama', 'comedy']",['IN'],5.2
tm577690,A Place in the Stars,MOVIE,2014,Not Availavle,112,"['thriller', 'drama']",['NG'],6.2
tm200926,Heritages,MOVIE,2014,Not Availavle,96,"['drama', 'documentation', 'european']","['AE', 'LB']",7.3
tm155014,Trailer Park Boys: Live at the North Pole,MOVIE,2014,Not Availavle,88,['comedy'],['CA'],6.7
tm159296,One by Two,MOVIE,2014,Not Availavle,139,"['comedy', 'drama', 'romance']",['IN'],3.9
tm179328,Romantik Komedi 2: Bekarlığa Veda,MOVIE,2013,Not Availavle,105,"['comedy', 'romance']",['XX'],5.1
ts32752,Two Fathers,SHOW,2013,TV-14,44,"['comedy', 'drama']",['TW'],8.0
tm528043,Chhota Bheem the Crown of Valhalla,MOVIE,2013,Not Availavle,64,['animation'],[],7.6
tm186408,The Land of Cards,MOVIE,2013,Not Availavle,110,['fantasy'],['IN'],5.5
tm157783,Gollu Aur Pappu,MOVIE,2014,G,112,['comedy'],['IN'],3.8
tm146144,Bobby Jasoos,MOVIE,2014,Not Availavle,121,"['action', 'comedy', 'drama', 'thriller']",['IN'],5.5
tm144541,Refugiado,MOVIE,2014,R,95,"['thriller', 'drama', 'european']",['AR'],6.4
tm175364,Chhota Bheem Aur Hanuman,MOVIE,2013,G,67,"['animation', 'fantasy']",['IN'],7.3
tm136036,That Thing Called Tadhana,MOVIE,2014,Not Availavle,110,"['romance', 'comedy', 'drama']",['PH'],7.4
tm163066,Xenos,MOVIE,2013,Not Availavle,12,['documentation'],['GB'],7.8
tm188290,Must Be... Love,MOVIE,2013,Not Availavle,105,"['comedy', 'romance']",['PH'],6.4
tm142852,She's Dating the Gangster,MOVIE,2014,Not Availavle,105,"['drama', 'romance', 'comedy']",['PH'],7.0
tm228574,Swearnet Live,MOVIE,2014,Not Availavle,75,['comedy'],['CA'],5.3
tm171891,Himmatwala,MOVIE,2013,Not Availavle,150,"['comedy', 'drama', 'action']",['IN'],1.7
tm250247,Chhota Bheem & Krishna vs Zimbara,MOVIE,2013,G,64,['animation'],[],9.1
tm176900,Theeya Velai Seiyyanum Kumaru,MOVIE,2013,Not Availavle,125,"['comedy', 'drama', 'romance']",['IN'],5.3
tm158671,A Fairly Odd Summer,MOVIE,2014,G,66,"['fantasy', 'comedy', 'family', 'animation']",['US'],3.8
tm144557,Deliha,MOVIE,2014,PG-13,107,"['family', 'comedy', 'romance']",['TR'],4.5
tm528044,Chhota Bheem Neeli Pahaadi,MOVIE,2013,G,63,['animation'],[],8.7
tm169669,Four Sisters and a Wedding,MOVIE,2013,Not Availavle,126,"['drama', 'comedy']",['PH'],7.2
tm149541,D.L. Hughley: Clear,MOVIE,2014,Not Availavle,59,['comedy'],['US'],6.8
tm144451,Cold Harbour,MOVIE,2014,Not Availavle,76,"['thriller', 'crime', 'action']",['ZA'],5.2
tm205684,Confusion Na Wa,MOVIE,2013,Not Availavle,105,"['crime', 'drama', 'comedy']",['NG'],7.0
tm175577,Flower Girl,MOVIE,2013,Not Availavle,94,"['comedy', 'romance']",['NG'],6.0
tm178234,Blind Intersections,MOVIE,2013,Not Availavle,87,['drama'],"['LB', 'AE']",6.6
tm176553,Doctor Bello,MOVIE,2013,Not Availavle,95,"['drama', 'action']","['NG', 'US']",4.8
tm481846,Chhota Bheem Dus pe Dus,MOVIE,2014,G,62,['animation'],['XX'],5.1
tm138280,Sigaram Thodu,MOVIE,2014,Not Availavle,147,"['action', 'thriller']",['IN'],6.1
tm156397,Starting Over Again,MOVIE,2014,Not Availavle,130,"['comedy', 'drama', 'documentation', 'european']",['PH'],8.3
tm159094,Naan Sigappu Manithan,MOVIE,2014,Not Availavle,161,"['drama', 'action', 'thriller']",['IN'],6.5
tm460055,The War Against Women,MOVIE,2013,Not Availavle,62,"['documentation', 'war']","['US', 'ES']",7.3
tm157286,The Royal Bengal Tiger,MOVIE,2014,Not Availavle,107,['thriller'],['IN'],6.8
tm179248,Settai,MOVIE,2013,Not Availavle,136,"['comedy', 'crime', 'action']",['IN'],4.5
tm681614,Grandmother's Farm,MOVIE,2013,Not Availavle,71,"['comedy', 'horror']",[],2.9
ts107543,Mystic Whispers,SHOW,2014,TV-14,26,"['romance', 'comedy']",['SG'],6.9
tm242276,Na Bangaaru Talli,MOVIE,2014,Not Availavle,116,"['thriller', 'crime', 'drama', 'family']",['IN'],7.2
tm159701,Wyatt Cenac: Brooklyn,MOVIE,2014,Not Availavle,67,['comedy'],['US'],6.3
tm150962,Mumbai Delhi Mumbai,MOVIE,2014,PG,120,"['comedy', 'romance']",['IN'],5.7
ts261583,Ojo's in d' House,SHOW,2013,Not Availavle,24,['comedy'],['NG'],6.1
ts8,Better Call Saul,SHOW,2015,TV-MA,49,"['drama', 'crime']",['US'],8.8
ts37143,Alone,SHOW,2015,TV-MA,51,"['reality', 'documentation']",['US'],8.4
ts38796,Stranger Things,SHOW,2016,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],8.7
ts21867,Schitt's Creek,SHOW,2015,TV-14,22,['comedy'],['CA'],8.5
ts41766,The Good Place,SHOW,2016,TV-14,23,"['scifi', 'romance', 'comedy', 'drama', 'fantasy']",['US'],8.2
ts37539,One-Punch Man,SHOW,2015,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",['JP'],8.7
tm232579,Hunt for the Wilderpeople,MOVIE,2016,PG-13,101,"['drama', 'comedy']",['NZ'],7.8
ts36577,The Last Kingdom,SHOW,2015,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",['GB'],8.5
ts35201,Food Wars! Shokugeki no Soma,SHOW,2015,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",['JP'],8.2
tm243100,Hell or High Water,MOVIE,2016,R,102,"['thriller', 'western', 'action', 'crime', 'drama']",['US'],7.6
ts42069,The Crown,SHOW,2016,TV-MA,56,"['drama', 'history', 'european']","['GB', 'US']",8.7
ts36885,Ash vs Evil Dead,SHOW,2015,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",['US'],8.4
tm195209,Legend,MOVIE,2015,R,131,"['thriller', 'crime', 'drama', 'european']","['GB', 'US', 'FR']",6.9
tm239760,Blair Witch,MOVIE,2016,R,89,"['thriller', 'horror']","['US', 'CA']",5.0
tm204163,War Dogs,MOVIE,2016,R,114,"['crime', 'war', 'comedy', 'drama']",['US'],7.1
ts36147,Lucifer,SHOW,2016,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",['US'],8.1
ts35793,Forged in Fire,SHOW,2015,TV-PG,42,['reality'],['US'],8.3
ts53051,The OA,SHOW,2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],7.8
tm135307,Blackhat,MOVIE,2015,R,133,"['action', 'crime', 'thriller']",['US'],5.4
tm205890,The Take,MOVIE,2016,R,92,"['action', 'drama', 'crime', 'thriller']","['US', 'FR', 'LU', 'GB']",6.3
tm239727,Nocturnal Animals,MOVIE,2016,R,117,"['thriller', 'drama']",['US'],7.5
tm242705,Raw,MOVIE,2016,R,99,"['horror', 'drama', 'fantasy', 'european']","['FR', 'BE']",7.0
tm138905,The Hateful Eight,MOVIE,2015,R,188,"['thriller', 'western', 'drama', 'crime']",['US'],7.8
ts38199,The Magicians,SHOW,2015,TV-14,44,"['scifi', 'drama', 'fantasy']",['US'],7.6
ts42062,Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,TV-Y7,21,"['animation', 'action', 'family', 'fantasy', 'romance']",['FR'],7.7
ts41961,Queen of the South,SHOW,2016,TV-MA,42,"['drama', 'thriller', 'action', 'crime']",['US'],7.9
ts35251,Grace and Frankie,SHOW,2015,TV-MA,29,"['drama', 'comedy']",['US'],8.2
ts41956,Designated Survivor,SHOW,2016,TV-14,44,"['war', 'action', 'drama', 'thriller']",['US'],7.5
ts38718,Slasher,SHOW,2016,TV-MA,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],6.7
ts42014,60 Days In,SHOW,2016,TV-14,46,"['documentation', 'reality']",['US'],7.6
ts53664,Fauda,SHOW,2015,TV-MA,40,"['war', 'drama', 'thriller', 'action']",['IL'],8.2
ts37866,Call My Agent!,SHOW,2015,TV-MA,55,"['comedy', 'drama', 'european']",['FR'],8.3
ts42120,Travelers,SHOW,2016,TV-MA,45,"['scifi', 'thriller', 'drama']",['CA'],8.0
tm140391,Pan,MOVIE,2015,PG,111,"['action', 'fantasy', 'family', 'comedy']","['US', 'GB']",5.7
tm199607,The Gift,MOVIE,2015,R,108,"['drama', 'thriller', 'documentation']","['AU', 'US']",7.0
tm137869,Wild Card,MOVIE,2015,R,92,"['action', 'thriller', 'crime', 'drama']",['US'],5.6
ts42077,Medici: Masters of Florence,SHOW,2016,TV-14,54,"['war', 'romance', 'thriller', 'drama', 'history', 'european']","['IT', 'GB']",7.9
ts52922,Leah Remini: Scientology and the Aftermath,SHOW,2016,TV-14,46,"['documentation', 'history']",['US'],9.0
ts18010,Bloodline,SHOW,2015,TV-MA,57,"['drama', 'thriller']",['US'],7.9
ts36129,Crazy Ex-Girlfriend,SHOW,2015,TV-14,42,['comedy'],['US'],7.8
ts36631,Narcos,SHOW,2015,TV-MA,52,"['drama', 'thriller', 'crime']",['US'],8.8
ts36550,DC's Legends of Tomorrow,SHOW,2016,TV-14,42,"['drama', 'action', 'scifi']",['US'],6.8
ts70529,Norsemen,SHOW,2016,TV-MA,31,"['comedy', 'drama', 'history']",['NO'],7.7
ts41975,Shooter,SHOW,2016,TV-14,41,"['action', 'war', 'drama']",['US'],7.5
ts38734,Marcella,SHOW,2016,TV-MA,45,"['crime', 'drama', 'european']",['GB'],7.4
ts36015,Into the Badlands,SHOW,2015,TV-14,43,"['action', 'drama']",['US'],7.9
tm120609,"Hail, Caesar!",MOVIE,2016,PG-13,106,"['comedy', 'drama', 'music']",['US'],6.3
ts35554,Scream: The TV Series,SHOW,2015,TV-14,43,"['thriller', 'drama', 'crime', 'horror', 'comedy']",['US'],7.1
ts21981,iZombie,SHOW,2015,TV-14,42,"['crime', 'scifi', 'drama', 'comedy', 'horror']",['US'],7.8
tm137693,Crimson Peak,MOVIE,2015,R,119,"['horror', 'thriller', 'romance', 'fantasy', 'drama']",['US'],6.5
ts35563,Supergirl,SHOW,2015,TV-14,42,"['scifi', 'action', 'drama']",['US'],6.2
ts21869,Sense8,SHOW,2015,TV-MA,62,"['scifi', 'drama', 'thriller']",['US'],8.2
tm137002,Bāhubali: The Beginning,MOVIE,2015,Not Availavle,158,"['action', 'drama', 'fantasy']",['IN'],8.0
ts47714,Kim's Convenience,SHOW,2016,TV-14,22,['comedy'],['CA'],8.2
tm206698,Ouija: Origin of Evil,MOVIE,2016,PG-13,99,"['drama', 'horror', 'thriller']",['US'],5.3
ts38710,Wynonna Earp,SHOW,2016,TV-14,43,"['western', 'action', 'scifi', 'thriller', 'drama', 'fantasy']","['CA', 'US']",7.3
ts21885,Unbreakable Kimmy Schmidt,SHOW,2015,TV-14,30,"['comedy', 'drama']",['US'],7.6
tm139841,Sinister 2,MOVIE,2015,R,97,"['horror', 'thriller']","['US', 'CA', 'GB']",5.3
tm233377,The Edge of Seventeen,MOVIE,2016,R,105,"['drama', 'comedy']",['US'],7.3
ts35253,Dark Matter,SHOW,2015,TV-14,43,"['scifi', 'thriller', 'drama', 'action']",['CA'],7.5
tm143984,London Has Fallen,MOVIE,2016,R,99,"['action', 'thriller', 'drama', 'crime']","['GB', 'US', 'BG']",5.9
ts41289,Flowers,SHOW,2016,TV-14,25,"['comedy', 'drama', 'european']",['GB'],8.1
tm233425,A Silent Voice: The Movie,MOVIE,2016,PG-13,130,"['animation', 'drama', 'romance', 'family']",['JP'],8.1
ts38090,Versailles,SHOW,2015,TV-MA,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']","['CA', 'FR']",7.9
ts21986,Good Witch,SHOW,2015,TV-G,43,"['scifi', 'fantasy', 'comedy', 'drama']",['US'],7.2
tm120108,Kung Fu Panda 3,MOVIE,2016,PG,95,"['action', 'animation', 'family', 'fantasy', 'drama', 'comedy']","['US', 'CN']",7.1
tm239676,Hush,MOVIE,2016,R,82,"['horror', 'thriller']",['US'],6.6
ts36177,Glitch,SHOW,2015,TV-MA,52,"['scifi', 'thriller', 'drama', 'horror']",['AU'],7.3
tm212927,Mr. Right,MOVIE,2016,R,90,"['action', 'comedy', 'romance']",['US'],6.3
tm194792,The Boy,MOVIE,2016,PG-13,97,"['horror', 'thriller']",['US'],6.0
ts35775,Wet Hot American Summer: First Day of Camp,SHOW,2015,TV-MA,29,['comedy'],['US'],7.3
ts38415,Frontier,SHOW,2016,TV-MA,47,"['action', 'history', 'drama']",['CA'],7.1
ts42687,PJ Masks,SHOW,2015,TV-G,15,"['family', 'animation', 'scifi', 'action', 'fantasy', 'european']",['GB'],5.4
ts38511,Love,SHOW,2016,TV-MA,32,"['comedy', 'drama', 'romance']",['US'],7.7
ts38304,Servant of the People,SHOW,2015,TV-MA,29,['comedy'],['UA'],7.3
ts35354,Zoo,SHOW,2015,TV-14,43,"['drama', 'scifi', 'thriller']",['US'],6.6
ts42170,Crashing,SHOW,2016,TV-MA,30,"['comedy', 'european']",['GB'],7.7
tm193769,Steve Jobs,MOVIE,2015,R,125,"['history', 'drama']","['GB', 'US']",7.2
tm138297,The Conjuring 2,MOVIE,2016,R,134,"['horror', 'thriller', 'drama']",['US'],7.3
ts41906,The Disastrous Life of Saiki K.,SHOW,2016,TV-14,10,"['scifi', 'comedy', 'animation', 'fantasy']",['JP'],8.4
tm132273,Home,MOVIE,2015,PG,94,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",['US'],6.6
tm143085,Chappie,MOVIE,2015,R,120,"['crime', 'action', 'scifi', 'drama', 'thriller']","['MX', 'ZA', 'US']",6.8
tm245271,Gantz:O,MOVIE,2016,NC-17,95,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",['JP'],7.1
ts36046,BUNK'D,SHOW,2015,TV-G,24,"['comedy', 'drama', 'family']",['US'],5.3
tm135106,In a Valley of Violence,MOVIE,2016,R,104,"['crime', 'thriller', 'western', 'action', 'drama']",['US'],6.0
tm196296,A Monster Calls,MOVIE,2016,PG-13,108,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']","['US', 'GB', 'ES']",7.4
ts39007,Van Helsing,SHOW,2016,TV-14,42,"['scifi', 'action', 'fantasy', 'horror', 'drama']",['US'],6.2
tm209987,Christine,MOVIE,2016,R,123,['drama'],['US'],6.9
ts36545,Quantico,SHOW,2015,TV-14,43,"['drama', 'thriller', 'crime']",['US'],6.6
tm219233,Loving,MOVIE,2016,PG-13,123,"['drama', 'romance']","['GB', 'US']",7.0
ts42169,ERASED,SHOW,2016,TV-14,22,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",['JP'],8.5
tm199700,The Danish Girl,MOVIE,2015,R,119,"['drama', 'romance', 'european']","['BE', 'DK', 'DE', 'GB', 'US']",7.1
ts36856,F is for Family,SHOW,2015,TV-MA,27,"['comedy', 'drama', 'animation']",['US'],8.0
ts37971,Master of None,SHOW,2015,TV-MA,32,"['drama', 'comedy']",['US'],8.3
ts41490,Hap and Leonard,SHOW,2016,TV-MA,42,"['action', 'thriller', 'crime', 'drama']",['US'],7.6
ts41963,Easy,SHOW,2016,TV-MA,30,"['drama', 'comedy']",['US'],6.9
ts37464,Occupied,SHOW,2015,TV-MA,45,"['war', 'drama', 'thriller']",['NO'],7.6
tm233214,Under the Shadow,MOVIE,2016,PG-13,84,"['war', 'drama', 'horror', 'thriller', 'fantasy']","['GB', 'IR', 'JO', 'QA']",6.8
ts52838,3%,SHOW,2016,TV-MA,46,"['scifi', 'action', 'drama', 'thriller']",['BR'],7.3
ts41149,The Ranch,SHOW,2016,TV-MA,30,"['comedy', 'drama', 'western']",['US'],7.4
tm136483,The DUFF,MOVIE,2015,PG-13,101,"['comedy', 'romance']",['US'],6.4
ts53099,Bordertown,SHOW,2016,TV-MA,59,"['drama', 'crime', 'european']",['FI'],7.6
tm134791,Unfriended,MOVIE,2015,R,82,"['thriller', 'horror', 'drama']",['US'],5.5
tm221740,Closet Monster,MOVIE,2016,Not Availavle,90,"['drama', 'fantasy']",['CA'],7.0
tm140843,Self/less,MOVIE,2015,PG-13,118,"['thriller', 'action', 'scifi', 'drama']",['US'],6.5
ts38204,Making a Murderer,SHOW,2015,TV-14,62,"['documentation', 'crime']",['US'],8.6
tm219248,The Fundamentals of Caring,MOVIE,2016,R,97,"['comedy', 'drama']",['US'],7.3
tm196125,"Hello, My Name Is Doris",MOVIE,2015,R,95,"['drama', 'comedy', 'romance']",['US'],6.6
tm204035,Spectral,MOVIE,2016,PG-13,109,"['thriller', 'action', 'scifi']",['US'],6.3
ts82825,La Casa,SHOW,2015,TV-MA,47,['drama'],['AR'],7.7
tm233521,Other People,MOVIE,2016,Not Availavle,97,"['drama', 'comedy']",['US'],6.8
ts42655,Wanted,SHOW,2016,TV-14,45,"['crime', 'drama', 'action']",['AU'],7.6
